연도,경기날짜,경기시간,경기일시,요일,평일_주말,월,주차_ISO,홈팀,방문팀,구장,기상_매핑_지역키,관중수,지점번호,관측도시,일평균기온(°C),일합계강수량(mm),일평균풍속(m/s),일평균상대습도(%),game_no
2024,2024-05-12,,2024-05-12,일,주말,5,19,두산,KT,잠실,서울_잠실,16308,108,서울,16.6,0.0,2.7,65.0,1
2024,2024-05-12,,2024-05-12,일,주말,5,19,두산,KT,잠실,서울_잠실,9026,108,서울,16.6,0.0,2.7,65.0,2
2024,2024-05-12,,2024-05-12,일,주말,5,19,롯데,LG,사직,부산,18914,159,부산,18.8,26.6,3.3,76.8,1
2024,2024-05-12,,2024-05-12,일,주말,5,19,한화,키움,한밭,기타,12000,133,대전,16.6,3.1,2.1,61.5,1
2024,2024-05-14,,2024-05-14,화,평일,5,20,KIA,두산,광주,광주,18675,156,광주,19.1,0.0,0.9,57.5,1
2024,2024-05-14,,2024-05-14,화,평일,5,20,KT,롯데,수원,경기_수원,10120,119,수원,17.2,0.0,1.7,56.1,1
2024,2024-05-14,,2024-05-14,화,평일,5,20,LG,키움,잠실,서울_잠실,18479,108,서울,18.8,0.0,2.4,43.3,1
2024,2024-05-14,,2024-05-14,화,평일,5,20,SSG,삼성,문학,인천,16595,112,인천,16.9,0.0,2.3,56.0,1
2024,2024-05-14,,2024-05-14,화,평일,5,20,한화,NC,한밭,기타,12000,133,대전,18.5,0.0,1.7,49.5,1
2024,2024-05-15,,2024-05-15,수,평일,5,20,KIA,두산,광주,광주,20500,156,광주,14.8,0.6,1.3,80.6,1
2024,2024-05-15,,2024-05-15,수,평일,5,20,한화,NC,한밭,기타,12000,133,대전,13.7,8.7,2.4,70.8,1
2024,2024-05-16,,2024-05-16,목,평일,5,20,KIA,두산,광주,광주,15996,156,광주,15.7,0.0,2.2,68.3,1
2024,2024-05-16,,2024-05-16,목,평일,5,20,KT,롯데,수원,경기_수원,8312,119,수원,13.2,0.5,2.6,63.3,1
2024,2024-05-16,,2024-05-16,목,평일,5,20,LG,키움,잠실,서울_잠실,15054,108,서울,13.7,0.1,3.1,61.3,1
2024,2024-05-16,,2024-05-16,목,평일,5,20,SSG,삼성,문학,인천,13791,112,인천,12.9,0.0,3.0,71.4,1
2024,2024-05-16,,2024-05-16,목,평일,5,20,한화,NC,한밭,기타,9522,133,대전,14.2,3.0,3.0,63.6,1
2024,2024-05-17,,2024-05-17,금,평일,5,20,KT,LG,수원,경기_수원,11374,119,수원,17.4,0.0,2.0,67.5,1
2024,2024-05-17,,2024-05-17,금,평일,5,20,NC,KIA,창원,경남_창원,12280,155,창원,18.5,0.0,1.9,54.8,1
2024,2024-05-17,,2024-05-17,금,평일,5,20,두산,롯데,잠실,서울_잠실,23750,108,서울,18.3,0.0,2.2,63.6,1
2024,2024-05-17,,2024-05-17,금,평일,5,20,삼성,한화,대구,대구,24000,143,대구,19.1,0.0,1.7,51.8,1
2024,2024-05-17,,2024-05-17,금,평일,5,20,키움,SSG,고척,서울_고척,9806,108,서울,18.3,0.0,2.2,63.6,1
2024,2024-05-18,,2024-05-18,토,주말,5,20,KT,LG,수원,경기_수원,18700,119,수원,19.1,0.0,1.7,71.3,1
2024,2024-05-18,,2024-05-18,토,주말,5,20,NC,KIA,창원,경남_창원,17891,155,창원,20.3,0.0,1.5,62.0,1
2024,2024-05-18,,2024-05-18,토,주말,5,20,두산,롯데,잠실,서울_잠실,23750,108,서울,20.7,0.0,2.0,65.3,1
2024,2024-05-18,,2024-05-18,토,주말,5,20,삼성,한화,대구,대구,24000,143,대구,21.4,0.0,1.6,44.6,1
2024,2024-05-18,,2024-05-18,토,주말,5,20,키움,SSG,고척,서울_고척,12133,108,서울,20.7,0.0,2.0,65.3,1
2024,2024-05-19,,2024-05-19,일,주말,5,20,KT,LG,수원,경기_수원,15912,119,수원,20.0,0.0,1.7,67.6,1
2024,2024-05-19,,2024-05-19,일,주말,5,20,NC,KIA,창원,경남_창원,16253,155,창원,21.9,0.0,1.5,51.0,1
2024,2024-05-19,,2024-05-19,일,주말,5,20,두산,롯데,잠실,서울_잠실,23750,108,서울,21.5,0.0,1.9,63.1,1
2024,2024-05-19,,2024-05-19,일,주말,5,20,삼성,한화,대구,대구,24000,143,대구,23.0,0.0,1.7,46.5,1
2024,2024-05-19,,2024-05-19,일,주말,5,20,키움,SSG,고척,서울_고척,10049,108,서울,21.5,0.0,1.9,63.1,1
2024,2024-05-21,,2024-05-21,화,평일,5,21,두산,SSG,잠실,서울_잠실,13917,108,서울,21.7,0.0,1.9,68.1,1
2024,2024-05-21,,2024-05-21,화,평일,5,21,롯데,KIA,사직,부산,14006,159,부산,18.3,0.0,3.2,69.3,1
2024,2024-05-21,,2024-05-21,화,평일,5,21,삼성,KT,대구,대구,13360,143,대구,17.8,0.0,4.3,69.0,1
2024,2024-05-21,,2024-05-21,화,평일,5,21,키움,NC,고척,서울_고척,3940,108,서울,21.7,0.0,1.9,68.1,1
2024,2024-05-21,,2024-05-21,화,평일,5,21,한화,LG,한밭,기타,9335,133,대전,20.5,0.0,1.7,70.9,1
2024,2024-05-22,,2024-05-22,수,평일,5,21,두산,SSG,잠실,서울_잠실,12642,108,서울,20.5,0.0,2.3,68.9,1
2024,2024-05-22,,2024-05-22,수,평일,5,21,롯데,KIA,사직,부산,14062,159,부산,18.9,0.0,2.5,66.5,1
2024,2024-05-22,,2024-05-22,수,평일,5,21,삼성,KT,대구,대구,13232,143,대구,21.7,0.0,1.8,59.5,1
2024,2024-05-22,,2024-05-22,수,평일,5,21,키움,NC,고척,서울_고척,4337,108,서울,20.5,0.0,2.3,68.9,1
2024,2024-05-22,,2024-05-22,수,평일,5,21,한화,LG,한밭,기타,9044,133,대전,21.5,0.0,1.5,69.6,1
2024,2024-05-23,,2024-05-23,목,평일,5,21,두산,SSG,잠실,서울_잠실,12131,108,서울,20.2,0.0,2.5,67.9,1
2024,2024-05-23,,2024-05-23,목,평일,5,21,롯데,KIA,사직,부산,15844,159,부산,22.6,0.0,3.5,62.5,1
2024,2024-05-23,,2024-05-23,목,평일,5,21,삼성,KT,대구,대구,13291,143,대구,25.3,0.0,2.2,46.1,1
2024,2024-05-23,,2024-05-23,목,평일,5,21,키움,NC,고척,서울_고척,3897,108,서울,20.2,0.0,2.5,67.9,1
2024,2024-05-23,,2024-05-23,목,평일,5,21,한화,LG,한밭,기타,10008,133,대전,22.2,0.0,1.6,64.3,1
2024,2024-05-24,,2024-05-24,금,평일,5,21,KIA,두산,광주,광주,20500,156,광주,22.3,0.0,1.0,71.3,1
2024,2024-05-24,,2024-05-24,금,평일,5,21,KT,키움,수원,경기_수원,6867,119,수원,18.5,0.0,2.0,76.9,1
2024,2024-05-24,,2024-05-24,금,평일,5,21,LG,NC,잠실,서울_잠실,18551,108,서울,20.1,0.0,2.1,75.1,1
2024,2024-05-24,,2024-05-24,금,평일,5,21,SSG,한화,문학,인천,22451,112,인천,17.5,0.0,1.9,85.5,1
2024,2024-05-24,,2024-05-24,금,평일,5,21,롯데,삼성,사직,부산,20577,159,부산,21.0,0.0,2.9,61.0,1
2024,2024-05-25,,2024-05-25,토,주말,5,21,KIA,두산,광주,광주,20500,156,광주,22.0,0.0,1.4,69.1,1
2024,2024-05-25,,2024-05-25,토,주말,5,21,KT,키움,수원,경기_수원,12425,119,수원,19.8,0.0,1.7,67.3,1
2024,2024-05-25,,2024-05-25,토,주말,5,21,LG,NC,잠실,서울_잠실,22261,108,서울,21.4,0.0,1.8,62.8,1
2024,2024-05-25,,2024-05-25,토,주말,5,21,SSG,한화,문학,인천,23000,112,인천,18.4,0.0,1.7,84.9,1
2024,2024-05-25,,2024-05-25,토,주말,5,21,롯데,삼성,사직,부산,22758,159,부산,19.2,0.0,3.3,56.5,1
2024,2024-05-26,,2024-05-26,일,주말,5,21,KIA,두산,광주,광주,20500,156,광주,20.8,2.5,2.0,81.8,1
2024,2024-05-26,,2024-05-26,일,주말,5,21,LG,NC,잠실,서울_잠실,17692,108,서울,19.9,8.7,2.7,74.3,1
2024,2024-05-26,,2024-05-26,일,주말,5,21,롯데,삼성,사직,부산,22758,159,부산,19.8,9.9,4.5,80.3,1
2024,2024-05-28,,2024-05-28,화,평일,5,22,NC,KIA,창원,경남_창원,8024,155,창원,20.6,0.0,2.1,51.1,1
2024,2024-05-28,,2024-05-28,화,평일,5,22,SSG,LG,문학,인천,14116,112,인천,19.9,0.0,2.4,57.5,1
2024,2024-05-28,,2024-05-28,화,평일,5,22,두산,KT,잠실,서울_잠실,8459,108,서울,20.4,0.0,2.5,54.8,1
2024,2024-05-28,,2024-05-28,화,평일,5,22,삼성,키움,대구,대구,10884,143,대구,18.6,0.0,2.3,56.3,1
2024,2024-05-28,,2024-05-28,화,평일,5,22,한화,롯데,한밭,기타,11168,133,대전,18.8,0.0,2.0,58.6,1
2024,2024-05-29,,2024-05-29,수,평일,5,22,NC,KIA,창원,경남_창원,7994,155,창원,20.0,0.0,1.6,68.3,1
2024,2024-05-29,,2024-05-29,수,평일,5,22,SSG,LG,문학,인천,14413,112,인천,19.4,0.0,2.2,62.4,1
2024,2024-05-29,,2024-05-29,수,평일,5,22,두산,KT,잠실,서울_잠실,8811,108,서울,21.2,0.0,2.1,51.6,1
2024,2024-05-29,,2024-05-29,수,평일,5,22,삼성,키움,대구,대구,15080,143,대구,20.9,0.0,1.3,51.9,1
2024,2024-05-29,,2024-05-29,수,평일,5,22,한화,롯데,한밭,기타,10807,133,대전,20.9,0.0,1.4,56.3,1
2024,2024-05-30,,2024-05-30,목,평일,5,22,NC,KIA,창원,경남_창원,7349,155,창원,19.9,0.6,1.2,68.8,1
2024,2024-05-30,,2024-05-30,목,평일,5,22,SSG,LG,문학,인천,15902,112,인천,19.5,0.0,1.5,57.5,1
2024,2024-05-30,,2024-05-30,목,평일,5,22,두산,KT,잠실,서울_잠실,7915,108,서울,20.7,0.0,1.6,49.1,1
2024,2024-05-30,,2024-05-30,목,평일,5,22,삼성,키움,대구,대구,12748,143,대구,21.6,0.0,1.1,59.6,1
2024,2024-05-30,,2024-05-30,목,평일,5,22,한화,롯데,한밭,기타,11405,133,대전,21.1,0.0,1.1,58.4,1
2024,2024-05-31,,2024-05-31,금,평일,5,22,KIA,KT,광주,광주,20500,156,광주,21.1,0.0,1.3,69.8,1
2024,2024-05-31,,2024-05-31,금,평일,5,22,두산,LG,잠실,서울_잠실,23750,108,서울,20.4,1.0,2.6,60.0,1
2024,2024-05-31,,2024-05-31,금,평일,5,22,롯데,NC,사직,부산,17760,159,부산,20.3,0.8,3.6,68.3,1
2024,2024-05-31,,2024-05-31,금,평일,5,22,삼성,한화,대구,대구,24000,143,대구,24.0,0.0,2.4,43.5,1
2024,2024-05-31,,2024-05-31,금,평일,5,22,키움,SSG,고척,서울_고척,5680,108,서울,20.4,1.0,2.6,60.0,1
2024,2024-06-01,,2024-06-01,토,주말,6,22,KIA,KT,광주,광주,20500,156,광주,19.5,0.0,1.5,73.8,1
2024,2024-06-01,,2024-06-01,토,주말,6,22,두산,LG,잠실,서울_잠실,23750,108,서울,20.7,0.0,2.8,61.3,1
2024,2024-06-01,,2024-06-01,토,주말,6,22,롯데,NC,사직,부산,22758,159,부산,21.4,0.0,2.6,63.1,1
2024,2024-06-01,,2024-06-01,토,주말,6,22,삼성,한화,대구,대구,24000,143,대구,22.0,0.0,2.5,52.6,1
2024,2024-06-01,,2024-06-01,토,주말,6,22,키움,SSG,고척,서울_고척,10462,108,서울,20.7,0.0,2.8,61.3,1
2024,2024-06-02,,2024-06-02,일,주말,6,22,KIA,KT,광주,광주,20500,156,광주,20.7,0.0,1.2,60.1,1
2024,2024-06-02,,2024-06-02,일,주말,6,22,두산,LG,잠실,서울_잠실,23750,108,서울,20.4,0.0,2.7,51.9,1
2024,2024-06-02,,2024-06-02,일,주말,6,22,롯데,NC,사직,부산,21896,159,부산,19.6,0.0,2.6,73.0,1
2024,2024-06-02,,2024-06-02,일,주말,6,22,삼성,한화,대구,대구,24000,143,대구,20.1,0.0,2.4,61.4,1
2024,2024-06-02,,2024-06-02,일,주말,6,22,키움,SSG,고척,서울_고척,8745,108,서울,20.4,0.0,2.7,51.9,1
2024,2024-06-04,,2024-06-04,화,평일,6,23,KIA,롯데,광주,광주,16158,156,광주,21.6,0.0,1.3,76.1,1
2024,2024-06-04,,2024-06-04,화,평일,6,23,KT,한화,수원,경기_수원,11426,119,수원,21.4,0.0,2.1,44.1,1
2024,2024-06-04,,2024-06-04,화,평일,6,23,LG,키움,잠실,서울_잠실,14490,108,서울,22.8,0.0,2.4,42.1,1
2024,2024-06-04,,2024-06-04,화,평일,6,23,NC,두산,창원,경남_창원,5448,155,창원,19.4,0.0,1.8,69.0,1
2024,2024-06-04,,2024-06-04,화,평일,6,23,SSG,삼성,문학,인천,10135,112,인천,22.3,0.0,2.3,43.8,1
2024,2024-06-05,,2024-06-05,수,평일,6,23,KIA,롯데,광주,광주,19045,156,광주,22.4,0.0,1.4,78.4,1
2024,2024-06-05,,2024-06-05,수,평일,6,23,KT,한화,수원,경기_수원,14626,119,수원,20.9,0.0,1.6,65.0,1
2024,2024-06-05,,2024-06-05,수,평일,6,23,LG,키움,잠실,서울_잠실,16681,108,서울,23.6,0.0,1.9,53.9,1
2024,2024-06-05,,2024-06-05,수,평일,6,23,NC,두산,창원,경남_창원,9892,155,창원,19.8,0.0,1.9,72.6,1
2024,2024-06-05,,2024-06-05,수,평일,6,23,SSG,삼성,문학,인천,14532,112,인천,21.0,0.0,2.1,65.9,1
2024,2024-06-06,,2024-06-06,목,평일,6,23,KIA,롯데,광주,광주,20500,156,광주,22.1,0.0,1.2,70.8,1
2024,2024-06-06,,2024-06-06,목,평일,6,23,KT,한화,수원,경기_수원,18700,119,수원,21.7,0.0,1.6,63.1,1
2024,2024-06-06,,2024-06-06,목,평일,6,23,LG,키움,잠실,서울_잠실,23750,108,서울,24.1,0.0,2.0,54.3,1
2024,2024-06-06,,2024-06-06,목,평일,6,23,NC,두산,창원,경남_창원,14517,155,창원,20.1,0.0,1.3,75.5,1
2024,2024-06-06,,2024-06-06,목,평일,6,23,SSG,삼성,문학,인천,23000,112,인천,21.0,0.0,2.2,70.3,1
2024,2024-06-07,,2024-06-07,금,평일,6,23,KT,LG,수원,경기_수원,13154,119,수원,21.5,0.0,1.4,59.5,1
2024,2024-06-07,,2024-06-07,금,평일,6,23,두산,KIA,잠실,서울_잠실,23750,108,서울,23.1,0.8,1.9,54.3,1
2024,2024-06-07,,2024-06-07,금,평일,6,23,롯데,SSG,사직,부산,20678,159,부산,21.8,0.0,2.4,61.8,1
2024,2024-06-07,,2024-06-07,금,평일,6,23,키움,삼성,고척,서울_고척,12636,108,서울,23.1,0.8,1.9,54.3,1
2024,2024-06-07,,2024-06-07,금,평일,6,23,한화,NC,한밭,기타,12000,133,대전,22.8,0.0,1.4,56.8,1
2024,2024-06-08,,2024-06-08,토,주말,6,23,KT,LG,수원,경기_수원,18700,119,수원,19.8,13.4,1.5,79.4,1
2024,2024-06-08,,2024-06-08,토,주말,6,23,두산,KIA,잠실,서울_잠실,23750,108,서울,20.3,16.9,1.6,79.5,1
2024,2024-06-08,,2024-06-08,토,주말,6,23,키움,삼성,고척,서울_고척,16000,108,서울,20.3,16.9,1.6,79.5,1
2024,2024-06-08,,2024-06-08,토,주말,6,23,한화,NC,한밭,기타,12000,133,대전,20.5,4.7,1.5,83.5,1
2024,2024-06-09,,2024-06-09,일,주말,6,23,KT,LG,수원,경기_수원,13642,119,수원,21.7,0.0,1.5,73.3,1
2024,2024-06-09,,2024-06-09,일,주말,6,23,두산,KIA,잠실,서울_잠실,23750,108,서울,22.9,0.0,1.8,68.9,1
2024,2024-06-09,,2024-06-09,일,주말,6,23,롯데,SSG,사직,부산,13700,159,부산,20.2,5.8,1.7,92.0,1
2024,2024-06-09,,2024-06-09,일,주말,6,23,롯데,SSG,사직,부산,22758,159,부산,20.2,5.8,1.7,92.0,2
2024,2024-06-09,,2024-06-09,일,주말,6,23,키움,삼성,고척,서울_고척,13509,108,서울,22.9,0.0,1.8,68.9,1
2024,2024-06-09,,2024-06-09,일,주말,6,23,한화,NC,한밭,기타,12000,133,대전,23.9,0.0,1.3,66.4,1
2024,2024-06-11,,2024-06-11,화,평일,6,24,NC,KT,창원,경남_창원,4279,155,창원,24.3,0.0,1.5,69.9,1
2024,2024-06-11,,2024-06-11,화,평일,6,24,SSG,KIA,문학,인천,16007,112,인천,22.3,0.0,2.6,80.9,1
2024,2024-06-11,,2024-06-11,화,평일,6,24,두산,한화,잠실,서울_잠실,18475,108,서울,25.4,0.0,2.4,62.4,1
2024,2024-06-11,,2024-06-11,화,평일,6,24,롯데,키움,사직,부산,9948,159,부산,22.7,0.0,3.8,69.6,1
2024,2024-06-11,,2024-06-11,화,평일,6,24,삼성,LG,대구,대구,12436,143,대구,27.5,0.0,1.8,54.6,1
2024,2024-06-12,,2024-06-12,수,평일,6,24,NC,KT,창원,경남_창원,4123,155,창원,25.0,0.0,1.3,67.3,1
2024,2024-06-12,,2024-06-12,수,평일,6,24,SSG,KIA,문학,인천,16483,112,인천,22.7,0.0,2.3,70.8,1
2024,2024-06-12,,2024-06-12,수,평일,6,24,두산,한화,잠실,서울_잠실,21630,108,서울,24.8,0.0,2.1,60.8,1
2024,2024-06-12,,2024-06-12,수,평일,6,24,롯데,키움,사직,부산,11390,159,부산,23.8,0.0,3.5,64.6,1
2024,2024-06-12,,2024-06-12,수,평일,6,24,삼성,LG,대구,대구,13511,143,대구,27.9,0.0,1.9,49.1,1
2024,2024-06-13,,2024-06-13,목,평일,6,24,NC,KT,창원,경남_창원,3764,155,창원,25.6,0.0,1.6,66.3,1
2024,2024-06-13,,2024-06-13,목,평일,6,24,SSG,KIA,문학,인천,18290,112,인천,23.8,0.0,1.9,70.6,1
2024,2024-06-13,,2024-06-13,목,평일,6,24,두산,한화,잠실,서울_잠실,20253,108,서울,26.4,0.0,1.8,51.4,1
2024,2024-06-13,,2024-06-13,목,평일,6,24,롯데,키움,사직,부산,11941,159,부산,24.9,0.0,2.4,70.8,1
2024,2024-06-13,,2024-06-13,목,평일,6,24,삼성,LG,대구,대구,14485,143,대구,27.7,0.0,1.7,51.8,1
2024,2024-06-14,,2024-06-14,금,평일,6,24,KT,KIA,수원,경기_수원,18420,119,수원,24.4,0.0,1.9,64.5,1
2024,2024-06-14,,2024-06-14,금,평일,6,24,LG,롯데,잠실,서울_잠실,23750,108,서울,26.3,0.0,2.3,56.0,1
2024,2024-06-14,,2024-06-14,금,평일,6,24,NC,삼성,창원,경남_창원,12394,155,창원,25.0,0.0,1.8,69.9,1
2024,2024-06-14,,2024-06-14,금,평일,6,24,키움,두산,고척,서울_고척,8680,108,서울,26.3,0.0,2.3,56.0,1
2024,2024-06-14,,2024-06-14,금,평일,6,24,한화,SSG,한밭,기타,12000,133,대전,26.6,0.0,1.5,52.9,1
2024,2024-06-15,,2024-06-15,토,주말,6,24,KT,KIA,수원,경기_수원,18700,119,수원,23.4,0.0,2.0,74.5,1
2024,2024-06-15,,2024-06-15,토,주말,6,24,LG,롯데,잠실,서울_잠실,23750,108,서울,24.2,6.1,1.9,72.3,1
2024,2024-06-15,,2024-06-15,토,주말,6,24,NC,삼성,창원,경남_창원,17891,155,창원,26.4,0.6,1.7,68.5,1
2024,2024-06-15,,2024-06-15,토,주말,6,24,키움,두산,고척,서울_고척,13954,108,서울,24.2,6.1,1.9,72.3,1
2024,2024-06-15,,2024-06-15,토,주말,6,24,한화,SSG,한밭,기타,12000,133,대전,24.3,2.8,1.5,73.8,1
2024,2024-06-16,,2024-06-16,일,주말,6,24,KT,KIA,수원,경기_수원,18700,119,수원,22.6,0.0,2.3,66.1,1
2024,2024-06-16,,2024-06-16,일,주말,6,24,LG,롯데,잠실,서울_잠실,23750,108,서울,24.3,0.0,2.8,58.4,1
2024,2024-06-16,,2024-06-16,일,주말,6,24,NC,삼성,창원,경남_창원,12860,155,창원,24.8,0.0,1.4,71.8,1
2024,2024-06-16,,2024-06-16,일,주말,6,24,키움,두산,고척,서울_고척,13184,108,서울,24.3,0.0,2.8,58.4,1
2024,2024-06-16,,2024-06-16,일,주말,6,24,한화,SSG,한밭,기타,12000,133,대전,24.4,0.0,2.1,59.4,1
2024,2024-06-18,,2024-06-18,화,평일,6,25,KIA,LG,광주,광주,18131,156,광주,25.8,0.0,0.9,57.1,1
2024,2024-06-18,,2024-06-18,화,평일,6,25,KT,롯데,수원,경기_수원,8491,119,수원,23.9,0.0,1.8,65.3,1
2024,2024-06-18,,2024-06-18,화,평일,6,25,두산,NC,잠실,서울_잠실,9026,108,서울,26.0,0.0,2.1,59.5,1
2024,2024-06-18,,2024-06-18,화,평일,6,25,삼성,SSG,대구,대구,10426,143,대구,28.3,0.0,2.7,41.6,1
2024,2024-06-18,,2024-06-18,화,평일,6,25,한화,키움,청주,기타,9000,131,청주,26.6,0.0,1.3,47.6,1
2024,2024-06-19,,2024-06-19,수,평일,6,25,KIA,LG,광주,광주,15056,156,광주,27.3,0.0,1.5,53.5,1
2024,2024-06-19,,2024-06-19,수,평일,6,25,KT,롯데,수원,경기_수원,9106,119,수원,26.8,0.0,1.4,61.0,1
2024,2024-06-19,,2024-06-19,수,평일,6,25,두산,NC,잠실,서울_잠실,11984,108,서울,28.8,0.0,1.6,54.3,1
2024,2024-06-19,,2024-06-19,수,평일,6,25,삼성,SSG,대구,대구,11488,143,대구,29.3,0.0,1.5,43.0,1
2024,2024-06-19,,2024-06-19,수,평일,6,25,한화,키움,청주,기타,9000,131,청주,28.5,0.0,1.4,49.5,1
2024,2024-06-20,,2024-06-20,목,평일,6,25,KIA,LG,광주,광주,14009,156,광주,23.3,0.0,1.1,77.8,1
2024,2024-06-20,,2024-06-20,목,평일,6,25,KT,롯데,수원,경기_수원,10496,119,수원,26.8,0.0,1.6,50.9,1
2024,2024-06-20,,2024-06-20,목,평일,6,25,두산,NC,잠실,서울_잠실,10909,108,서울,29.4,0.0,2.0,45.1,1
2024,2024-06-20,,2024-06-20,목,평일,6,25,삼성,SSG,대구,대구,13024,143,대구,25.0,0.0,1.6,54.0,1
2024,2024-06-20,,2024-06-20,목,평일,6,25,한화,키움,청주,기타,9000,131,청주,27.3,0.0,1.5,44.0,1
2024,2024-06-21,,2024-06-21,금,평일,6,25,KIA,한화,광주,광주,20500,156,광주,26.0,0.0,1.5,79.8,1
2024,2024-06-21,,2024-06-21,금,평일,6,25,LG,KT,잠실,서울_잠실,15537,108,서울,28.1,0.0,2.0,49.8,1
2024,2024-06-21,,2024-06-21,금,평일,6,25,SSG,NC,문학,인천,13560,112,인천,24.9,0.0,2.0,67.3,1
2024,2024-06-21,,2024-06-21,금,평일,6,25,삼성,두산,대구,대구,24000,143,대구,26.2,0.0,1.7,63.0,1
2024,2024-06-21,,2024-06-21,금,평일,6,25,키움,롯데,고척,서울_고척,11974,108,서울,28.1,0.0,2.0,49.8,1
2024,2024-06-22,,2024-06-22,토,주말,6,25,SSG,NC,문학,인천,19789,112,인천,23.6,23.1,1.9,84.5,1
2024,2024-06-22,,2024-06-22,토,주말,6,25,키움,롯데,고척,서울_고척,16000,108,서울,24.2,16.5,2.0,80.6,1
2024,2024-06-23,,2024-06-23,일,주말,6,25,KIA,한화,광주,광주,19085,156,광주,24.0,0.3,1.5,97.0,1
2024,2024-06-23,,2024-06-23,일,주말,6,25,KIA,한화,광주,광주,18860,156,광주,24.0,0.3,1.5,97.0,2
2024,2024-06-23,,2024-06-23,일,주말,6,25,LG,KT,잠실,서울_잠실,11417,108,서울,25.1,5.1,2.2,79.5,1
2024,2024-06-23,,2024-06-23,일,주말,6,25,LG,KT,잠실,서울_잠실,15418,108,서울,25.1,5.1,2.2,79.5,2
2024,2024-06-23,,2024-06-23,일,주말,6,25,SSG,NC,문학,인천,17200,112,인천,23.9,1.1,2.5,83.6,1
2024,2024-06-23,,2024-06-23,일,주말,6,25,삼성,두산,대구,대구,20680,143,대구,26.1,0.1,1.8,77.6,1
2024,2024-06-23,,2024-06-23,일,주말,6,25,삼성,두산,대구,대구,24000,143,대구,26.1,0.1,1.8,77.6,2
2024,2024-06-23,,2024-06-23,일,주말,6,25,키움,롯데,고척,서울_고척,16000,108,서울,25.1,5.1,2.2,79.5,1
2024,2024-06-25,,2024-06-25,화,평일,6,26,LG,삼성,잠실,서울_잠실,21989,108,서울,22.9,0.0,3.0,61.9,1
2024,2024-06-25,,2024-06-25,화,평일,6,26,SSG,KT,문학,인천,9629,112,인천,22.3,0.0,3.1,67.3,1
2024,2024-06-25,,2024-06-25,화,평일,6,26,롯데,KIA,사직,부산,19110,159,부산,23.2,0.0,2.8,62.5,1
2024,2024-06-25,,2024-06-25,화,평일,6,26,키움,NC,고척,서울_고척,5159,108,서울,22.9,0.0,3.0,61.9,1
2024,2024-06-25,,2024-06-25,화,평일,6,26,한화,두산,한밭,기타,11556,133,대전,22.9,0.0,1.8,60.6,1
2024,2024-06-26,,2024-06-26,수,평일,6,26,LG,삼성,잠실,서울_잠실,23281,108,서울,24.9,0.0,1.9,61.0,1
2024,2024-06-26,,2024-06-26,수,평일,6,26,SSG,KT,문학,인천,10229,112,인천,23.8,0.0,2.0,65.4,1
2024,2024-06-26,,2024-06-26,수,평일,6,26,롯데,KIA,사직,부산,19755,159,부산,23.5,0.0,2.0,58.0,1
2024,2024-06-26,,2024-06-26,수,평일,6,26,키움,NC,고척,서울_고척,4698,108,서울,24.9,0.0,1.9,61.0,1
2024,2024-06-26,,2024-06-26,수,평일,6,26,한화,두산,한밭,기타,11564,133,대전,24.3,0.0,1.3,60.6,1
2024,2024-06-27,,2024-06-27,목,평일,6,26,LG,삼성,잠실,서울_잠실,22114,108,서울,26.3,0.0,1.6,55.0,1
2024,2024-06-27,,2024-06-27,목,평일,6,26,SSG,KT,문학,인천,10684,112,인천,24.3,0.0,1.9,66.9,1
2024,2024-06-27,,2024-06-27,목,평일,6,26,롯데,KIA,사직,부산,12867,159,부산,21.8,1.5,1.6,71.0,1
2024,2024-06-27,,2024-06-27,목,평일,6,26,키움,NC,고척,서울_고척,4726,108,서울,26.3,0.0,1.6,55.0,1
2024,2024-06-27,,2024-06-27,목,평일,6,26,한화,두산,한밭,기타,11128,133,대전,23.7,0.0,1.4,63.5,1
2024,2024-06-28,,2024-06-28,금,평일,6,26,KIA,키움,광주,광주,18601,156,광주,25.0,0.0,1.1,82.1,1
2024,2024-06-28,,2024-06-28,금,평일,6,26,KT,삼성,수원,경기_수원,14678,119,수원,24.4,0.0,1.6,64.1,1
2024,2024-06-28,,2024-06-28,금,평일,6,26,NC,LG,창원,경남_창원,13506,155,창원,24.1,0.0,1.9,75.9,1
2024,2024-06-28,,2024-06-28,금,평일,6,26,두산,SSG,잠실,서울_잠실,17367,108,서울,26.6,0.0,2.1,54.6,1
2024,2024-06-28,,2024-06-28,금,평일,6,26,롯데,한화,사직,부산,22758,159,부산,23.5,1.4,2.9,79.8,1
2024,2024-06-29,,2024-06-29,토,주말,6,26,두산,SSG,잠실,서울_잠실,20020,108,서울,26.7,38.3,2.2,65.1,1
2024,2024-06-30,,2024-06-30,일,주말,6,26,KT,삼성,수원,경기_수원,8357,119,수원,23.4,17.3,3.6,87.4,1
2024,2024-06-30,,2024-06-30,일,주말,6,26,KT,삼성,수원,경기_수원,12253,119,수원,23.4,17.3,3.6,87.4,2
2024,2024-06-30,,2024-06-30,일,주말,6,26,NC,LG,창원,경남_창원,6991,155,창원,24.3,38.3,2.2,93.4,1
2024,2024-06-30,,2024-06-30,일,주말,6,26,두산,SSG,잠실,서울_잠실,13985,108,서울,23.5,32.2,3.7,88.5,1
