기준일,기록실_스냅샷일,시즌연도,시리즈,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈성적,방문성적,페이지기준문구
2024-03-23,2024-03-23,2024,정규시즌,1,LG,1,1,0,0,1.0,0.0,1승0무0패,1승,1-0-0,0-0-0,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,1,SSG,1,1,0,0,1.0,0.0,1승0무0패,1승,1-0-0,0-0-0,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,1,NC,1,1,0,0,1.0,0.0,1승0무0패,1승,1-0-0,0-0-0,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,1,KIA,1,1,0,0,1.0,0.0,1승0무0패,1승,1-0-0,0-0-0,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,1,삼성,1,1,0,0,1.0,0.0,1승0무0패,1승,0-0-0,1-0-0,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,6,KT,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-1,0-0-0,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,6,두산,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-0,0-0-1,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,6,롯데,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-0,0-0-1,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,6,한화,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-0,0-0-1,(2024년 03월23일 기준)
2024-03-23,2024-03-23,2024,정규시즌,6,키움,1,0,1,0,0.0,1.0,0승0무1패,1패,0-0-0,0-0-1,(2024년 03월23일 기준)
2024-03-24,2024-03-24,2024,정규시즌,1,SSG,2,2,0,0,1.0,0.0,2승0무0패,2승,2-0-0,0-0-0,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,1,KIA,1,1,0,0,1.0,0.5,1승0무0패,1승,1-0-0,0-0-0,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,1,삼성,2,2,0,0,1.0,0.0,2승0무0패,2승,0-0-0,2-0-0,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,4,LG,2,1,1,0,0.5,1.0,1승0무1패,1패,1-0-1,0-0-0,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,4,NC,2,1,1,0,0.5,1.0,1승0무1패,1패,1-0-1,0-0-0,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,4,두산,2,1,1,0,0.5,1.0,1승0무1패,1승,0-0-0,1-0-1,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,4,한화,2,1,1,0,0.5,1.0,1승0무1패,1승,0-0-0,1-0-1,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,8,KT,2,0,2,0,0.0,2.0,0승0무2패,2패,0-0-2,0-0-0,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,8,롯데,2,0,2,0,0.0,2.0,0승0무2패,2패,0-0-0,0-0-2,(2024년 03월24일 기준)
2024-03-24,2024-03-24,2024,정규시즌,8,키움,1,0,1,0,0.0,1.5,0승0무1패,1패,0-0-0,0-0-1,(2024년 03월24일 기준)
2024-03-26,2024-03-26,2024,정규시즌,1,KIA,2,2,0,0,1.0,0.0,2승0무0패,2승,2-0-0,0-0-0,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,2,LG,3,2,1,0,0.667,0.5,2승0무1패,1승,2-0-1,0-0-0,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,2,SSG,3,2,1,0,0.667,0.5,2승0무1패,1패,2-0-1,0-0-0,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,2,NC,3,2,1,0,0.667,0.5,2승0무1패,1승,2-0-1,0-0-0,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,2,두산,3,2,1,0,0.667,0.5,2승0무1패,2승,0-0-0,2-0-1,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,2,삼성,3,2,1,0,0.667,0.5,2승0무1패,1패,0-0-0,2-0-1,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,2,한화,3,2,1,0,0.667,0.5,2승0무1패,2승,0-0-0,2-0-1,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,8,KT,3,0,3,0,0.0,2.5,0승0무3패,3패,0-0-3,0-0-0,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,8,롯데,3,0,3,0,0.0,2.5,0승0무3패,3패,0-0-0,0-0-3,(2024년 03월26일 기준)
2024-03-26,2024-03-26,2024,정규시즌,8,키움,2,0,2,0,0.0,2.0,0승0무2패,2패,0-0-0,0-0-2,(2024년 03월26일 기준)
2024-03-27,2024-03-27,2024,정규시즌,1,KIA,3,3,0,0,1.0,0.0,3승0무0패,3승,3-0-0,0-0-0,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,2,NC,4,3,1,0,0.75,0.5,3승0무1패,2승,3-0-1,0-0-0,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,2,두산,4,3,1,0,0.75,0.5,3승0무1패,3승,0-0-0,3-0-1,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,2,한화,4,3,1,0,0.75,0.5,3승0무1패,3승,0-0-0,3-0-1,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,5,LG,4,2,1,1,0.667,1.0,2승1무1패,1승,2-1-1,0-0-0,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,5,삼성,4,2,1,1,0.667,1.0,2승1무1패,1패,0-0-0,2-1-1,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,7,SSG,4,2,2,0,0.5,1.5,2승0무2패,2패,2-0-2,0-0-0,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,8,KT,4,0,4,0,0.0,3.5,0승0무4패,4패,0-0-4,0-0-0,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,8,롯데,4,0,4,0,0.0,3.5,0승0무4패,4패,0-0-0,0-0-4,(2024년 03월27일 기준)
2024-03-27,2024-03-27,2024,정규시즌,8,키움,3,0,3,0,0.0,3.0,0승0무3패,3패,0-0-0,0-0-3,(2024년 03월27일 기준)
2024-03-28,2024-03-28,2024,정규시즌,1,KIA,3,3,0,0,1.0,0.0,3승0무0패,3승,3-0-0,0-0-0,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,2,한화,5,4,1,0,0.8,0.0,4승0무1패,4승,0-0-0,4-0-1,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,3,LG,5,3,1,1,0.75,0.5,3승1무1패,2승,3-1-1,0-0-0,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,3,NC,4,3,1,0,0.75,0.5,3승0무1패,2승,3-0-1,0-0-0,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,5,두산,5,3,2,0,0.6,1.0,3승0무2패,1패,0-0-0,3-0-2,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,6,삼성,5,2,2,1,0.5,1.5,2승1무2패,2패,0-0-0,2-1-2,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,7,SSG,5,2,3,0,0.4,2.0,2승0무3패,3패,2-0-3,0-0-0,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,8,KT,5,1,4,0,0.2,3.0,1승0무4패,1승,1-0-4,0-0-0,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,9,롯데,4,0,4,0,0.0,3.5,0승0무4패,4패,0-0-0,0-0-4,(2024년 03월28일 기준)
2024-03-28,2024-03-28,2024,정규시즌,9,키움,3,0,3,0,0.0,3.0,0승0무3패,3패,0-0-0,0-0-3,(2024년 03월28일 기준)
2024-03-29,2024-03-29,2024,정규시즌,1,KIA,4,4,0,0,1.0,0.0,4승0무0패,4승,3-0-0,1-0-0,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,2,한화,6,5,1,0,0.833,0.0,5승0무1패,5승,1-0-0,4-0-1,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,3,LG,6,4,1,1,0.8,0.5,4승1무1패,3승,3-1-1,1-0-0,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,4,NC,5,3,2,0,0.6,1.5,3승0무2패,1패,3-0-1,0-0-1,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,5,SSG,6,3,3,0,0.5,2.0,3승0무3패,1승,2-0-3,1-0-0,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,5,두산,6,3,3,0,0.5,2.0,3승0무3패,2패,0-0-1,3-0-2,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,7,삼성,6,2,3,1,0.4,2.5,2승1무3패,3패,0-0-1,2-1-2,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,8,롯데,5,1,4,0,0.2,3.5,1승0무4패,1승,1-0-0,0-0-4,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,9,KT,6,1,5,0,0.167,4.0,1승0무5패,1패,1-0-4,0-0-1,(2024년 03월29일 기준)
2024-03-29,2024-03-29,2024,정규시즌,10,키움,4,0,4,0,0.0,4.0,0승0무4패,4패,0-0-1,0-0-3,(2024년 03월29일 기준)
2024-03-30,2024-03-30,2024,정규시즌,1,한화,7,6,1,0,0.857,0.0,6승0무1패,6승,2-0-0,4-0-1,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,2,KIA,5,4,1,0,0.8,1.0,4승0무1패,1패,3-0-0,1-0-1,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,3,LG,7,4,2,1,0.667,1.5,4승1무2패,1패,3-1-1,1-0-1,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,3,NC,6,4,2,0,0.667,1.5,4승0무2패,1승,3-0-1,1-0-1,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,5,SSG,7,4,3,0,0.571,2.0,4승0무3패,2승,2-0-3,2-0-0,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,5,두산,7,4,3,0,0.571,2.0,4승0무3패,1승,1-0-1,3-0-2,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,7,삼성,7,2,4,1,0.333,3.5,2승1무4패,4패,0-0-2,2-1-2,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,8,키움,5,1,4,0,0.2,4.0,1승0무4패,1승,1-0-1,0-0-3,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,9,롯데,6,1,5,0,0.167,4.5,1승0무5패,1패,1-0-1,0-0-4,(2024년 03월30일 기준)
2024-03-30,2024-03-30,2024,정규시즌,10,KT,7,1,6,0,0.143,5.0,1승0무6패,2패,1-0-4,0-0-2,(2024년 03월30일 기준)
2024-03-31,2024-03-31,2024,정규시즌,1,한화,8,7,1,0,0.875,0.0,7승0무1패,7승,3-0-0,4-0-1,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,2,KIA,6,5,1,0,0.833,1.0,5승0무1패,1승,3-0-0,2-0-1,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,3,NC,7,5,2,0,0.714,1.5,5승0무2패,2승,3-0-1,2-0-1,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,4,SSG,8,5,3,0,0.625,2.0,5승0무3패,3승,2-0-3,3-0-0,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,5,LG,8,4,3,1,0.571,2.5,4승1무3패,2패,3-1-1,1-0-2,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,6,두산,8,4,4,0,0.5,3.0,4승0무4패,1패,1-0-2,3-0-2,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,7,키움,6,2,4,0,0.333,4.0,2승0무4패,2승,2-0-1,0-0-3,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,8,삼성,8,2,5,1,0.286,4.5,2승1무5패,5패,0-0-3,2-1-2,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,9,롯데,7,1,6,0,0.143,5.5,1승0무6패,2패,1-0-2,0-0-4,(2024년 03월31일 기준)
2024-03-31,2024-03-31,2024,정규시즌,10,KT,8,1,7,0,0.125,6.0,1승0무7패,3패,1-0-4,0-0-3,(2024년 03월31일 기준)
2024-04-02,2024-04-02,2024,정규시즌,1,한화,9,7,2,0,0.778,0.0,7승0무2패,1패,3-0-1,4-0-1,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,2,NC,8,6,2,0,0.75,0.5,6승0무2패,3승,3-0-1,3-0-1,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,3,KIA,7,5,2,0,0.714,1.0,5승0무2패,1패,3-0-0,2-0-2,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,4,SSG,9,6,3,0,0.667,1.0,6승0무3패,4승,3-0-3,3-0-0,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,5,LG,9,4,4,1,0.5,2.5,4승1무4패,3패,3-1-2,1-0-2,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,6,두산,9,4,5,0,0.444,3.0,4승0무5패,2패,1-0-2,3-0-3,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,7,키움,7,3,4,0,0.429,3.0,3승0무4패,3승,2-0-1,1-0-3,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,8,롯데,8,2,6,0,0.25,4.5,2승0무6패,1승,1-0-2,1-0-4,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,8,삼성,9,2,6,1,0.25,4.5,2승1무6패,6패,0-0-4,2-1-2,(2024년 04월02일 기준)
2024-04-02,2024-04-02,2024,정규시즌,10,KT,9,2,7,0,0.222,5.0,2승0무7패,1승,2-0-4,0-0-3,(2024년 04월02일 기준)
2024-04-03,2024-04-03,2024,정규시즌,1,한화,9,7,2,0,0.778,0.0,7승0무2패,1패,3-0-1,4-0-1,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,2,KIA,8,6,2,0,0.75,0.5,6승0무2패,1승,3-0-0,3-0-2,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,3,SSG,10,7,3,0,0.7,0.5,7승0무3패,5승,4-0-3,3-0-0,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,4,NC,9,6,3,0,0.667,1.0,6승0무3패,1패,3-0-1,3-0-2,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,5,LG,10,5,4,1,0.556,2.0,5승1무4패,1승,4-1-2,1-0-2,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,6,키움,7,3,4,0,0.429,3.0,3승0무4패,3승,2-0-1,1-0-3,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,7,두산,10,4,6,0,0.4,3.5,4승0무6패,3패,1-0-2,3-0-4,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,8,롯데,8,2,6,0,0.25,4.5,2승0무6패,1승,1-0-2,1-0-4,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,8,삼성,9,2,6,1,0.25,4.5,2승1무6패,6패,0-0-4,2-1-2,(2024년 04월03일 기준)
2024-04-03,2024-04-03,2024,정규시즌,10,KT,10,2,8,0,0.2,5.5,2승0무8패,1패,2-0-5,0-0-3,(2024년 04월03일 기준)
2024-04-04,2024-04-04,2024,정규시즌,1,한화,10,8,2,0,0.8,0.0,8승0무2패,1승,4-0-1,4-0-1,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,2,KIA,9,7,2,0,0.778,0.5,7승0무2패,2승,3-0-0,4-0-2,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,3,SSG,11,8,3,0,0.727,0.5,7승0무3패,6승,5-0-3,3-0-0,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,4,LG,11,6,4,1,0.6,2.0,5승1무4패,2승,5-1-2,1-0-2,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,4,NC,10,6,4,0,0.6,2.0,6승0무4패,2패,3-0-1,3-0-3,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,6,키움,8,4,4,0,0.5,3.0,4승0무4패,4승,2-0-1,2-0-3,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,7,두산,11,4,7,0,0.364,4.5,4승0무6패,4패,1-0-2,3-0-5,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,8,롯데,9,2,7,0,0.222,5.5,2승0무7패,1패,1-0-2,1-0-5,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,8,삼성,10,2,7,1,0.222,5.5,2승1무7패,7패,0-0-5,2-1-2,(2024년 04월04일 기준)
2024-04-04,2024-04-04,2024,정규시즌,10,KT,11,2,9,0,0.182,6.5,2승0무8패,2패,2-0-6,0-0-3,(2024년 04월04일 기준)
2024-04-05,2024-04-05,2024,정규시즌,1,KIA,10,8,2,0,0.8,0.0,8승0무2패,3승,4-0-0,4-0-2,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,2,한화,11,8,3,0,0.727,0.5,8승0무2패,1패,4-0-1,4-0-2,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,3,SSG,12,8,4,0,0.667,1.0,6승0무4패,1패,5-0-3,3-0-1,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,4,NC,11,7,4,0,0.636,1.5,6승0무4패,1승,4-0-1,3-0-3,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,5,키움,9,5,4,0,0.556,2.5,5승0무4패,5승,3-0-1,2-0-3,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,6,LG,12,6,5,1,0.545,2.5,5승1무4패,1패,5-1-3,1-0-2,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,7,두산,12,5,7,0,0.417,4.0,4승0무6패,1승,1-0-2,4-0-5,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,8,KT,12,3,9,0,0.25,6.0,3승0무7패,1승,2-0-6,1-0-3,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,9,롯데,10,2,8,0,0.2,6.0,2승0무8패,2패,1-0-3,1-0-5,(2024년 04월05일 기준)
2024-04-05,2024-04-05,2024,정규시즌,9,삼성,11,2,8,1,0.2,6.0,1승1무8패,8패,0-0-5,2-1-3,(2024년 04월05일 기준)
2024-04-06,2024-04-06,2024,정규시즌,1,KIA,11,8,3,0,0.727,0.0,7승0무3패,1패,4-0-1,4-0-2,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,2,NC,12,8,4,0,0.667,0.5,7승0무3패,2승,5-0-1,3-0-3,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,2,한화,12,8,4,0,0.667,0.5,7승0무3패,2패,4-0-1,4-0-3,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,4,SSG,13,8,5,0,0.615,1.0,6승0무4패,2패,5-0-3,3-0-2,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,5,키움,10,6,4,0,0.6,1.5,6승0무4패,6승,4-0-1,2-0-3,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,6,LG,13,7,5,1,0.583,1.5,5승1무4패,1승,6-1-3,1-0-2,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,7,두산,13,5,8,0,0.385,4.0,3승0무7패,1패,1-0-2,4-0-6,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,8,롯데,11,3,8,0,0.273,5.0,3승0무7패,1승,2-0-3,1-0-5,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,8,삼성,12,3,8,1,0.273,5.0,1승1무8패,1승,0-0-5,3-1-3,(2024년 04월06일 기준)
2024-04-06,2024-04-06,2024,정규시즌,10,KT,13,3,10,0,0.231,6.0,3승0무7패,1패,2-0-6,1-0-4,(2024년 04월06일 기준)
2024-04-07,2024-04-07,2024,정규시즌,1,NC,13,9,4,0,0.692,0.0,7승0무3패,3승,6-0-1,3-0-3,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,2,KIA,12,8,4,0,0.667,0.5,6승0무4패,2패,4-0-2,4-0-2,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,3,키움,11,7,4,0,0.636,1.0,7승0무3패,7승,5-0-1,2-0-3,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,4,LG,14,8,5,1,0.615,1.0,6승0무4패,2승,7-1-3,1-0-2,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,4,한화,13,8,5,0,0.615,1.0,6승0무4패,3패,4-0-1,4-0-4,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,6,SSG,14,8,6,0,0.571,1.5,6승0무4패,3패,5-0-3,3-0-3,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,7,두산,14,5,9,0,0.357,4.5,2승0무8패,2패,1-0-2,4-0-7,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,8,롯데,12,4,8,0,0.333,4.5,4승0무6패,2승,3-0-3,1-0-5,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,8,삼성,13,4,8,1,0.333,4.5,2승1무7패,2승,0-0-5,4-1-3,(2024년 04월07일 기준)
2024-04-07,2024-04-07,2024,정규시즌,10,KT,14,3,11,0,0.214,6.5,3승0무7패,2패,2-0-6,1-0-5,(2024년 04월07일 기준)
2024-04-09,2024-04-09,2024,정규시즌,1,KIA,13,9,4,0,0.692,0.0,6승0무4패,1승,5-0-2,4-0-2,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,2,NC,14,9,5,0,0.643,0.5,6승0무4패,1패,6-0-2,3-0-3,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,3,SSG,15,9,6,0,0.6,1.0,7승0무3패,1승,6-0-3,3-0-3,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,4,키움,12,7,5,0,0.583,1.5,7승0무3패,1패,5-0-1,2-0-4,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,5,LG,15,8,6,1,0.571,1.5,5승0무5패,1패,7-1-3,1-0-3,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,5,한화,14,8,6,0,0.571,1.5,5승0무5패,4패,4-0-1,4-0-5,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,7,두산,15,6,9,0,0.4,4.0,3승0무7패,1승,2-0-2,4-0-7,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,8,삼성,14,5,8,1,0.385,4.0,3승0무7패,3승,0-0-5,5-1-3,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,9,롯데,13,4,9,0,0.308,5.0,4승0무6패,1패,3-0-4,1-0-5,(2024년 04월09일 기준)
2024-04-09,2024-04-09,2024,정규시즌,10,KT,15,4,11,0,0.267,6.0,3승0무7패,1승,2-0-6,2-0-5,(2024년 04월09일 기준)
2024-04-10,2024-04-10,2024,정규시즌,1,KIA,14,10,4,0,0.714,0.0,6승0무4패,2승,6-0-2,4-0-2,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,2,NC,15,10,5,0,0.667,0.5,7승0무3패,1승,7-0-2,3-0-3,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,3,SSG,16,10,6,0,0.625,1.0,7승0무3패,2승,7-0-3,3-0-3,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,4,키움,13,7,6,0,0.538,2.5,7승0무3패,2패,5-0-1,2-0-5,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,5,LG,16,8,7,1,0.533,2.5,4승0무6패,2패,7-1-3,1-0-4,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,5,한화,15,8,7,0,0.533,2.5,4승0무6패,5패,4-0-1,4-0-6,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,7,두산,16,7,9,0,0.438,4.0,4승0무6패,2승,3-0-2,4-0-7,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,8,삼성,15,6,8,1,0.429,4.0,4승0무6패,4승,0-0-5,6-1-3,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,9,롯데,14,4,10,0,0.286,6.0,4승0무6패,2패,3-0-5,1-0-5,(2024년 04월10일 기준)
2024-04-10,2024-04-10,2024,정규시즌,10,KT,16,4,12,0,0.25,7.0,3승0무7패,1패,2-0-6,2-0-6,(2024년 04월10일 기준)
2024-04-11,2024-04-11,2024,정규시즌,1,KIA,15,11,4,0,0.733,0.0,7승0무3패,3승,7-0-2,4-0-2,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,2,NC,16,11,5,0,0.688,0.5,7승0무3패,2승,8-0-2,3-0-3,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,3,SSG,17,10,7,0,0.588,2.0,6승0무4패,1패,7-0-4,3-0-3,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,4,키움,14,8,6,0,0.571,2.5,8승0무2패,1승,5-0-1,3-0-5,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,5,한화,16,9,7,0,0.563,2.5,4승0무6패,1승,4-0-1,5-0-6,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,6,LG,17,8,8,1,0.5,3.5,4승0무6패,3패,7-1-3,1-0-5,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,7,삼성,16,7,8,1,0.467,4.0,5승0무5패,5승,0-0-5,7-1-3,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,8,두산,17,7,10,0,0.412,5.0,3승0무7패,1패,3-0-3,4-0-7,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,9,롯데,15,4,11,0,0.267,7.0,3승0무7패,3패,3-0-6,1-0-5,(2024년 04월11일 기준)
2024-04-11,2024-04-11,2024,정규시즌,10,KT,17,4,13,0,0.235,8.0,3승0무7패,2패,2-0-6,2-0-7,(2024년 04월11일 기준)
2024-04-12,2024-04-12,2024,정규시즌,1,KIA,16,12,4,0,0.75,0.0,7승0무3패,4승,7-0-2,5-0-2,(2024년 04월12일 기준)
2024-04-12,2024-04-12,2024,정규시즌,2,NC,17,12,5,0,0.706,0.5,7승0무3패,3승,8-0-2,4-0-3,(2024년 04월12일 기준)
2024-04-12,2024-04-12,2024,정규시즌,3,키움,15,9,6,0,0.6,2.5,8승0무2패,2승,6-0-1,3-0-5,(2024년 04월12일 기준)
