2026/05/12	화	KIA	두산	광주	13,698
2026/05/12	화	KT	SSG	수원	7,742
2026/05/12	화	LG	삼성	잠실	23,750
2026/05/13	수	키움	한화	고척	16,000
2026/05/13	수	롯데	NC	사직	21,019
2026/05/13	수	KIA	두산	광주	15,366
2026/05/13	수	KT	SSG	수원	8,350
2026/05/13	수	LG	삼성	잠실	23,750
2026/05/14	목	키움	한화	고척	16,000
2026/05/14	목	롯데	NC	사직	22,834
2026/05/14	목	KIA	두산	광주	15,738
2026/05/14	목	KT	SSG	수원	9,128
2026/05/14	목	LG	삼성	잠실	23,750
2026/05/15	금	KT	한화	수원	18,700
2026/05/15	금	삼성	KIA	대구	24,000
2026/05/15	금	SSG	LG	문학	23,000
2026/05/15	금	두산	롯데	잠실	23,750
2026/05/15	금	NC	키움	창원	9,762
2026/05/16	토	KT	한화	수원	18,700
2026/05/16	토	삼성	KIA	대구	24,000
2026/05/16	토	SSG	LG	문학	23,000
2026/05/16	토	두산	롯데	잠실	23,750
2026/05/16	토	NC	키움	창원	15,091
2026/05/17	일	KT	한화	수원	18,700
2026/05/17	일	삼성	KIA	대구	24,000
2026/05/17	일	SSG	LG	문학	23,000
2026/05/17	일	두산	롯데	잠실	23,750
2026/05/17	일	NC	키움	창원	12,047
