날짜,요일,홈,방문,구장,관중수,지점번호,관측도시,일평균기온(°C),일합계강수량(mm)
2024/08/24,토,대전K,IA,한화,12000,133,대전,28.1,6.8
2024/08/25,일,대구,롯데,삼성,24000,143,대구,28.9,
2024/08/25,일,고척,두산,키움,14582,108,서울,28.5,
2024/08/25,일,대전K,IA,한화,12000,133,대전,28.0,0.5
2024/08/27,화,문학KIA,LG,문학,18421,112,인천,26.9,0.2
2024/08/27,화,사직,두산,롯데,15452,159,부산,28.2,
2024/08/28,수,대구,롯데,삼성,21452,143,대구,26.6,
2024/08/28,수,대전,롯데,한화,12000,133,대전,27.0,
2024/08/29,목,대구,롯데,삼성,22452,143,대구,28.1,0.1
2024/08/29,목,대전,롯데,한화,12000,133,대전,27.0,3.0
2024/08/30,금,대구K,IA,삼성,24000,143,대구,29.5,
2024/08/30,금,사직,롯데,한화,18452,133,대전,27.3,
2024/08/31,토,대구K,IA,삼성,24000,143,대구,27.6,
2024/08/31,토,사직,롯데,한화,22758,133,대전,26.6,
2024/09/01,일,고척,삼성,키움,13121,108,서울,27.1,
2024/09/03,화,대전,두산,한화,12000,133,대전,27.1,
2024/09/03,화,대구,롯데,삼성,13452,143,대구,24.9,
2024/09/04,수,대전,두산,한화,12000,133,대전,26.8,
2024/09/04,수,대구,롯데,삼성,15421,143,대구,25.4,
2024/09/05,목,대전,두산,한화,12000,133,대전,27.2,
2024/09/05,목,대구,롯데,삼성,16542,143,대구,28.4,
2024/09/06,금,사직,삼성,롯데,15421,159,부산,27.9,
2024/09/07,토,사직,삼성,롯데,22758,159,부산,27.8,
2024/09/08,일,사직,삼성,롯데,20142,159,부산,28.7,
2024/09/10,화,대구,KT,삼성,12452,143,대구,28.9,
2024/09/10,화,고척,두산,키움,8452,108,서울,29.4,
2024/09/12,목,고척,NC,키움,5241,108,서울,25.4,32.7
2024/09/13,금,대구,KT,삼성,15421,143,대구,28.9,
2024/09/13,금,사직,두산,롯데,18452,159,부산,29.3,
2024/09/13,금,고척,LG,키움,11241,108,서울,25.9,7.6
2024/09/14,토,대구,KT,삼성,24000,143,대구,28.7,
2024/09/14,토,사직,두산,롯데,22758,159,부산,29.5,
2024/09/14,토,고척,LG,키움,16000,108,서울,28.0,
2024/09/15,일,대구,KT,삼성,24000,143,대구,26.5,
2024/09/15,일,사직,두산,롯데,21452,159,부산,28.8,
2024/09/15,일,고척,LG,키움,14582,108,서울,27.5,
2024/09/17,화,사직,LG,롯데,22758,159,부산,29.7,
2024/09/19,목,사직,LG,롯데,20145,159,부산,30.1,
2024/09/19,목,대구,키움,삼성,12421,143,대구,29.0,
2024/09/20,금,사직,LG,롯데,22758,159,부산,27.8,24.9
2024/09/21,토,대구,키움,삼성,24000,143,대구,21.2,87.6
2024/09/22,일,대구,키움,삼성,21452,143,대구,22.1,
2024/09/24,화,잠실,NC,두산,14082,108,서울,21.0,
2024/09/25,수,포항,키움,삼성,12000,143,대구,22.5,
2024/09/26,목,사직,두산,롯데,18452,159,부산,25.4,
2024/09/27,금,사직,NC,롯데,21452,159,부산,25.2,
2024/09/27,금,청주K,IA,한화,9000,133,대전,23.0,
2024/09/28,토,잠실S,SG,두산,23750,108,서울,23.2,
2024/09/28,토,대구,LG,삼성,24000,143,대구,21.8,0.1
2024/09/28,토,사직K,IA,롯데,22758,159,부산,24.3,0.2
2024/09/28,토,청주S,SG,한화,9000,133,대전,22.7,
