날짜,요일,홈,방문,구장,관중수,지점번호,관측도시,일평균기온(°C),일합계강수량(mm)
2025/04/19,토,삼성,롯데,대구,24000,143,대구,21.4,
2025/04/19,토,한화,NC,대전,17000,133,대전,20.8,4.2
2025/04/20,일,두산K,IA,잠실,23750,108,서울,16.7,
2025/04/20,일,키움,KT,고척,6859,108,서울,16.7,
2025/04/20,일,SSG,LG,문학,23000,112,인천,14.2,
2025/04/20,일,삼성,롯데,대구,24000,143,대구,15.4,
2025/04/20,일,한화,NC,대전,17000,133,대전,17.6,0.9
2025/04/22,화,LG,NC,잠실,12941,108,서울,17.8,34.8
2025/04/22,화,키움,두산,고척,6809,108,서울,17.8,34.8
2025/04/22,화,KTS,SG,수원,5497,119,수원,17.3,16.4
2025/04/23,수,롯데,한화,사직,19376,159,부산,14.2,
2025/04/23,수,삼성K,IA,대구,22257,143,대구,14.6,
2025/04/23,수,LG,NC,잠실,17828,108,서울,16.8,
2025/04/23,수,키움,두산,고척,6801,108,서울,16.8,
2025/04/23,수,KTS,SG,수원,7581,119,수원,15.7,
2025/04/24,목,롯데,한화,사직,22669,159,부산,15.5,
2025/04/24,목,삼성K,IA,대구,24000,143,대구,18.6,
2025/04/24,목,LG,NC,잠실,19325,108,서울,14.7,
2025/04/24,목,키움,두산,고척,7690,108,서울,14.7,
2025/04/24,목,KTS,SG,수원,7815,119,수원,13.0,
2025/04/25,금,한화,KT,대전,17000,133,대전,12.7,
2025/04/25,금,KIA,LG,광주,20500,156,광주,13.5,
2025/04/25,금,두산,롯데,잠실,23750,108,서울,12.5,
2025/04/25,금,삼성,NC,대구,24000,143,대구,15.4,
2025/04/25,금,SSG,키움,문학,12140,112,인천,12.1,
2025/04/26,토,한화,KT,대전,17000,133,대전,14.4,
2025/04/26,토,KIA,LG,광주,20500,156,광주,15.1,
2025/04/26,토,두산,롯데,잠실,23750,108,서울,13.8,
2025/04/26,토,삼성,NC,대구,24000,143,대구,16.7,
2025/04/26,토,SSG,키움,문학,18641,112,인천,12.4,
2025/04/27,일,한화,KT,대전,17000,133,대전,17.2,
2025/04/27,일,KIA,LG,광주,20500,156,광주,17.7,
2025/04/27,일,두산,롯데,잠실,23750,108,서울,14.9,
2025/04/27,일,삼성,NC,대구,24000,143,대구,18.4,
2025/04/27,일,SSG,키움,문학,16422,112,인천,13.2,
2025/04/29,화,두산,KT,잠실,14138,108,서울,14.8,
2025/04/29,화,한화,LG,대전,17000,133,대전,14.7,
2025/04/29,화,키움,롯데,고척,13203,108,서울,14.8,
2025/04/29,화,KIA,NC,광주,10575,156,광주,15.1,
2025/04/29,화,SSG,삼성,문학,15481,112,인천,13.4,
2025/04/30,수,두산,KT,잠실,17158,108,서울,18.4,
2025/04/30,수,한화,LG,대전,17000,133,대전,18.6,
2025/04/30,수,키움,롯데,고척,14367,108,서울,18.4,
2025/04/30,수,KIA,NC,광주,15139,156,광주,18.2,
2025/04/30,수,SSG,삼성,문학,18998,112,인천,17.8,
2025/05/01,목,두산,KT,잠실,19883,108,서울,14.7,21.1
2025/05/01,목,키움,롯데,고척,16000,108,서울,14.7,21.1
2025/05/01,목,SSG,삼성,문학,22993,112,인천,13.3,20.4
2025/05/02,금,KIA,한화,광주,20500,156,광주,14.2,
2025/05/02,금,롯데,NC,사직,22669,159,부산,16.1,
2025/05/02,금,삼성,두산,대구,24000,143,대구,15.9,
2025/05/02,금,LGS,SG,잠실,23750,108,서울,13.4,
2025/05/02,금,KT,키움,수원,12275,119,수원,12.3,
2025/05/03,토,롯데,NC,사직,22669,159,부산,14.2,2.4
2025/05/03,토,삼성,두산,대구,24000,143,대구,11.8,13.9
2025/05/03,토,LGS,SG,잠실,23750,108,서울,11.2,7.3
2025/05/03,토,KT,키움,수원,15210,119,수원,9.9,11.8
2025/05/04,일,KIA,한화,광주,20500,156,광주,14.2,
2025/05/04,일,롯데,NC,사직,22669,159,부산,15.2,
2025/05/04,일,삼성,두산,대구,24000,143,대구,15.5,
2025/05/04,일,LGS,SG,잠실,23750,108,서울,13.7,
2025/05/04,일,KT,키움,수원,15160,119,수원,12.5,
2025/05/05,월,키움K,IA,고척,16000,108,서울,12.1,
2025/05/05,월,두산,LG,잠실,23750,108,서울,12.1,
2025/05/05,월,KT,NC,수원,12015,119,수원,12.0,
2025/05/05,월,롯데S,SG,사직,22669,159,부산,15.3,3.0
2025/05/05,월,한화,삼성,대전,17000,133,대전,11.9,0.1
2025/05/06,화,키움K,IA,고척,16000,108,서울,14.4,
2025/05/06,화,두산,LG,잠실,23750,108,서울,14.4,
2025/05/06,화,KT,NC,수원,9743,119,수원,12.8,
2025/05/06,화,롯데S,SG,사직,22669,159,부산,13.3,5.5
2025/05/06,화,한화,삼성,대전,17000,133,대전,13.1,
2025/05/07,수,키움K,IA,고척,16000,108,서울,14.9,
2025/05/07,수,두산,LG,잠실,23750,108,서울,14.9,
2025/05/07,수,KT,NC,수원,3598,119,수원,13.2,
2025/05/07,수,롯데S,SG,사직,22669,159,부산,14.5,
2025/05/07,수,한화,삼성,대전,17000,133,대전,14.7,
2025/05/09,금,키움,한화,고척,16000,108,서울,15.1,17.6
2025/05/10,토,키움,한화,고척,16000,108,서울,12.3,14.1
2025/05/10,토,SSGK,IA,문학,23000,112,인천,11.5,10.5
2025/05/10,토,삼성,LG,대구,24000,143,대구,16.4,0.3
2025/05/10,토,KT,롯데,수원,18700,119,수원,11.9,3.4
2025/05/10,토,두산,NC,잠실,20206,108,서울,12.3,14.1
2025/05/11,일,키움,한화,고척,16000,108,서울,14.7,
2025/05/11,일,SSGK,IA,문학,23000,112,인천,13.2,
2025/05/11,일,삼성,LG,대구,24000,143,대구,16.0,
2025/05/11,일,KT,롯데,수원,14470,119,수원,14.1,
2025/05/11,일,두산,NC,잠실,19366,108,서울,14.7,
2025/05/13,화,삼성,KT,포항,10758,138,포항,22.4,
2025/05/13,화,KIA,롯데,광주,16824,156,광주,19.9,
2025/05/13,화,SSG,NC,문학,12746,112,인천,20.0,
2025/05/13,화,한화,두산,대전,17000,133,대전,19.3,
2025/05/13,화,LG,키움,잠실,18080,108,서울,19.9,
2025/05/14,수,삼성,KT,포항,12120,138,포항,22.6,
2025/05/14,수,KIA,롯데,광주,18641,156,광주,20.2,
2025/05/14,수,SSG,NC,문학,11409,112,인천,20.4,
2025/05/14,수,한화,두산,대전,17000,133,대전,21.0,
2025/05/14,수,LG,키움,잠실,18286,108,서울,21.0,
2025/05/15,목,삼성,KT,포항,12120,138,포항,22.2,
2025/05/15,목,KIA,롯데,광주,17452,156,광주,21.1,0.3
2025/05/15,목,SSG,NC,문학,10081,112,인천,17.2,0.7
2025/05/15,목,한화,두산,대전,17000,133,대전,21.6,4.2
2025/05/15,목,LG,키움,잠실,18119,108,서울,19.5,1.1
2025/05/17,토,LG,KT,잠실,22963,108,서울,18.3,2.2
2025/05/17,토,KIA,두산,광주,16854,156,광주,19.1,0.4
2025/05/17,토,한화S,SG,대전,17000,133,대전,19.4,0.5
2025/05/17,토,롯데,삼성,사직,22669,159,부산,18.6,0.6
2025/05/17,토,NC,키움,울산,2297,152,울산,19.8,2.2
2025/05/18,일,LG,KT,잠실,23029,108,서울,15.6,
2025/05/18,일,KIA,두산,광주,20500,156,광주,17.8,
2025/05/18,일,한화S,SG,대전,17000,133,대전,16.2,
2025/05/18,일,롯데,삼성,사직,22669,159,부산,18.1,
2025/05/18,일,NC,키움,울산,6456,152,울산,16.9,
2025/05/20,화,NC,한화,울산,4497,152,울산,24.1,
2025/05/20,화,KTK,IA,수원,16064,119,수원,22.9,
2025/05/20,화,롯데,LG,사직,22669,159,부산,21.6,
2025/05/20,화,두산S,SG,잠실,17782,108,서울,22.2,1.0
2025/05/20,화,키움,삼성,고척,13106,108,서울,22.2,1.0
2025/05/21,수,NC,한화,울산,4183,152,울산,22.0,
2025/05/21,수,KTK,IA,수원,16302,119,수원,24.0,
2025/05/21,수,롯데,LG,사직,22669,159,부산,22.2,
2025/05/21,수,두산S,SG,잠실,14052,108,서울,25.5,
2025/05/21,수,키움,삼성,고척,13193,108,서울,25.5,
2025/05/22,목,NC,한화,울산,5005,152,울산,15.4,
2025/05/22,목,KTK,IA,수원,16705,119,수원,21.4,0.3
2025/05/22,목,롯데,LG,사직,22669,159,부산,18.2,
2025/05/22,목,두산S,SG,잠실,14592,108,서울,23.9,0.8
2025/05/22,목,키움,삼성,고척,12926,108,서울,23.9,0.8
2025/05/23,금,삼성K,IA,대구,24000,143,대구,16.9,
2025/05/23,금,키움,KT,고척,4239,108,서울,19.4,1.2
2025/05/23,금,SSG,LG,문학,20150,112,인천,19.2,1.2
2025/05/23,금,한화,롯데,대전,17000,133,대전,19.9,
2025/05/23,금,두산,NC,잠실,17944,108,서울,19.4,1.2
2025/05/24,토,삼성K,IA,대구,24000,143,대구,13.7,1.7
2025/05/24,토,키움,KT,고척,7315,108,서울,15.6,4.3
2025/05/24,토,SSG,LG,문학,23000,112,인천,16.1,2.0
2025/05/24,토,한화,롯데,대전,17000,133,대전,16.0,0.6
2025/05/24,토,두산,NC,잠실,22279,108,서울,15.6,4.3
2025/05/25,일,삼성K,IA,대구,24000,143,대구,17.6,0.6
2025/05/25,일,키움,KT,고척,6809,108,서울,17.4,
2025/05/25,일,SSG,LG,문학,23000,112,인천,15.8,
2025/05/25,일,한화,롯데,대전,17000,133,대전,17.8,
2025/05/25,일,두산,NC,잠실,20534,108,서울,17.4,
2025/05/27,화,LG,한화,잠실,23750,108,서울,20.8,
2025/05/27,화,삼성,롯데,대구,24000,143,대구,21.2,
2025/05/27,화,SSG,NC,문학,12124,112,인천,18.5,
2025/05/27,화,KT,두산,수원,8355,119,수원,18.7,
2025/05/27,화,KIA,키움,광주,15351,156,광주,20.7,
2025/05/28,수,LG,한화,잠실,23750,108,서울,20.8,
2025/05/28,수,SSG,NC,문학,12747,112,인천,18.6,
2025/05/28,수,KT,두산,수원,8822,119,수원,19.5,
2025/05/28,수,KIA,키움,광주,16517,156,광주,22.0,
2025/05/29,목,LG,한화,잠실,23750,108,서울,21.2,
2025/05/29,목,삼성,롯데,대구,24000,143,대구,18.7,0.4
2025/05/29,목,SSG,NC,문학,13466,112,인천,20.1,
2025/05/29,목,KT,두산,수원,9238,119,수원,19.5,
2025/05/29,목,KIA,키움,광주,18127,156,광주,22.1,
2025/05/30,금,NC,한화,창원,12395,155,창원,18.4,
2025/05/30,금,KTK,IA,수원,18700,119,수원,19.9,
2025/05/30,금,키움,두산,고척,9182,108,서울,22.2,
2025/05/30,금,롯데S,SG,사직,22669,159,부산,18.6,
2025/05/30,금,LG,삼성,잠실,23750,108,서울,22.2,
2025/05/31,토,NC,한화,창원,16741,155,창원,20.4,
2025/05/31,토,KTK,IA,수원,18700,119,수원,19.4,
2025/05/31,토,키움,두산,고척,13456,108,서울,21.5,
2025/05/31,토,롯데S,SG,사직,22669,159,부산,19.6,
2025/05/31,토,LG,삼성,잠실,23750,108,서울,21.5,
2025/06/01,일,NC,한화,창원,14906,155,창원,20.6,
2025/06/01,일,KTK,IA,수원,18700,119,수원,20.3,
2025/06/01,일,키움,두산,고척,12350,108,서울,22.6,
2025/06/01,일,롯데S,SG,사직,22669,159,부산,20.5,
2025/06/01,일,LG,삼성,잠실,23750,108,서울,22.6,
2025/06/03,화,두산K,IA,잠실,23750,108,서울,20.9,
2025/06/03,화,한화,KT,대전,17000,133,대전,21.1,
2025/06/03,화,NC,LG,창원,13937,155,창원,21.9,1.2
2025/06/03,화,SSG,삼성,문학,23000,112,인천,18.9,
2025/06/03,화,롯데,키움,사직,22669,159,부산,19.8,4.3
2025/06/04,수,두산K,IA,잠실,23750,108,서울,20.5,
2025/06/04,수,한화,KT,대전,17000,133,대전,20.8,
2025/06/04,수,NC,LG,창원,5235,155,창원,23.5,
2025/06/04,수,SSG,삼성,문학,15706,112,인천,19.0,
2025/06/04,수,롯데,키움,사직,22669,159,부산,22.2,
2025/06/05,목,두산K,IA,잠실,23750,108,서울,21.7,
2025/06/05,목,한화,KT,대전,17000,133,대전,21.2,
2025/06/05,목,NC,LG,창원,8957,155,창원,22.1,
2025/06/05,목,SSG,삼성,문학,19273,112,인천,19.8,
2025/06/05,목,롯데,키움,사직,22669,159,부산,21.2,
2025/06/06,금,KIA,한화,광주,20500,156,광주,21.8,0.4
2025/06/06,금,키움,LG,고척,16000,108,서울,24.1,
2025/06/06,금,두산,롯데,잠실,23750,108,서울,24.1,
2025/06/06,금,삼성,NC,대구,24000,143,대구,23.2,
2025/06/06,금,KTS,SG,수원,18700,119,수원,23.0,
2025/06/07,토,KIA,한화,광주,20500,156,광주,23.9,
2025/06/07,토,키움,LG,고척,16000,108,서울,23.7,0.1
2025/06/07,토,두산,롯데,잠실,23750,108,서울,23.7,0.1
2025/06/07,토,삼성,NC,대구,24000,143,대구,24.8,
2025/06/07,토,KTS,SG,수원,16755,119,수원,22.7,
2025/06/08,일,KIA,한화,광주,18586,156,광주,25.2,
2025/06/08,일,키움,LG,고척,16000,108,서울,25.1,0.6
2025/06/08,일,두산,롯데,잠실,23750,108,서울,25.1,0.6
2025/06/08,일,삼성,NC,대구,24000,143,대구,26.0,
2025/06/08,일,KTS,SG,수원,13026,119,수원,23.9,0.3
2025/06/10,화,KT,롯데,수원,10809,119,수원,19.9,
2025/06/10,화,키움,NC,고척,4004,108,서울,21.7,
2025/06/10,화,한화,두산,대전,16691,133,대전,23.6,
2025/06/10,화,LGS,SG,잠실,17221,108,서울,21.7,
2025/06/10,화,KIA,삼성,광주,15887,156,광주,23.6,
2025/06/11,수,KT,롯데,수원,11777,119,수원,20.9,
2025/06/11,수,키움,NC,고척,4034,108,서울,22.7,
2025/06/11,수,한화,두산,대전,17000,133,대전,23.1,
2025/06/11,수,LGS,SG,잠실,18192,108,서울,22.7,
2025/06/11,수,KIA,삼성,광주,17320,156,광주,23.7,
2025/06/12,목,KT,롯데,수원,12378,119,수원,23.4,
2025/06/12,목,키움,NC,고척,4410,108,서울,25.5,
2025/06/12,목,한화,두산,대전,17000,133,대전,25.1,
2025/06/12,목,LGS,SG,잠실,18321,108,서울,25.5,
2025/06/12,목,KIA,삼성,광주,16761,156,광주,24.8,
2025/06/13,금,NCK,IA,창원,8362,155,창원,21.1,36.5
2025/06/14,토,NCK,IA,창원,15000,155,창원,21.9,75.1
2025/06/14,토,삼성,KT,대구,24000,143,대구,21.9,32.7
2025/06/14,토,한화,LG,대전,17000,133,대전,23.8,44.7
2025/06/14,토,SSG,롯데,문학,23000,112,인천,23.8,
2025/06/14,토,두산,키움,잠실,18390,108,서울,25.6,
2025/06/15,일,NCK,IA,창원,12470,155,창원,24.4,1.8
2025/06/15,일,삼성,KT,대구,24000,143,대구,26.1,0.3
2025/06/15,일,한화,LG,대전,17000,133,대전,26.3,37.4
2025/06/15,일,SSG,롯데,문학,20960,112,인천,22.9,8.9
2025/06/15,일,두산,키움,잠실,11744,108,서울,26.3,11.8
2025/06/17,화,롯데,한화,사직,22669,159,부산,22.2,
2025/06/17,화,KIA,KT,광주,10596,156,광주,25.0,
2025/06/17,화,LG,NC,잠실,15069,108,서울,24.8,
2025/06/17,화,삼성,두산,대구,23044,143,대구,25.2,
2025/06/17,화,키움S,SG,고척,6205,108,서울,24.8,
2025/06/18,수,롯데,한화,사직,22669,159,부산,20.6,
2025/06/18,수,KIA,KT,광주,16311,156,광주,25.8,
2025/06/18,수,LG,NC,잠실,16103,108,서울,25.5,
2025/06/18,수,삼성,두산,대구,23385,143,대구,26.9,
2025/06/18,수,키움S,SG,고척,6941,108,서울,25.5,
2025/06/19,목,롯데,한화,사직,22669,159,부산,23.8,
2025/06/19,목,KIA,KT,광주,14079,156,광주,25.6,
2025/06/19,목,LG,NC,잠실,15636,108,서울,28.1,0.8
2025/06/19,목,삼성,두산,대구,23355,143,대구,27.5,
2025/06/19,목,키움S,SG,고척,7032,108,서울,28.1,0.8
2025/06/21,토,SSGK,IA,문학,23000,112,인천,19.8,0.1
2025/06/21,토,KT,NC,수원,13680,119,수원,21.2,0.3
2025/06/21,토,LG,두산,잠실,23750,108,서울,22.0,0.2
2025/06/22,일,SSGK,IA,문학,23000,112,인천,20.2,
2025/06/22,일,KT,NC,수원,12059,119,수원,21.8,
2025/06/22,일,LG,두산,잠실,23750,108,서울,23.3,
2025/06/22,일,롯데,삼성,사직,22669,159,부산,20.8,35.8
2025/06/22,일,한화,키움,대전,17000,133,대전,23.3,
2025/06/24,화,키움K,IA,고척,16000,108,서울,25.0,2.3
2025/06/24,화,KT,LG,수원,9335,119,수원,24.2,3.0
2025/06/24,화,두산S,SG,잠실,12141,108,서울,25.0,2.3
2025/06/25,수,삼성,한화,대구,24000,143,대구,23.6,0.1
2025/06/25,수,키움K,IA,고척,16000,108,서울,20.9,8.0
2025/06/25,수,NC,롯데,창원,15587,155,창원,22.4,5.1
2025/06/26,목,삼성,한화,대구,24000,143,대구,25.4,
2025/06/26,목,키움K,IA,고척,16000,108,서울,22.2,1.1
2025/06/26,목,KT,LG,수원,13365,119,수원,21.2,0.7
2025/06/26,목,NC,롯데,창원,16335,155,창원,24.0,
2025/06/26,목,두산S,SG,잠실,13553,108,서울,22.2,1.1
2025/06/27,금,SSG,한화,문학,23000,112,인천,23.7,
2025/06/27,금,LGK,IA,잠실,23750,108,서울,25.0,
2025/06/27,금,롯데,KT,사직,22669,159,부산,24.2,
2025/06/27,금,NC,두산,창원,8025,155,창원,25.9,
2025/06/27,금,키움,삼성,고척,16000,108,서울,25.0,
2025/06/28,토,SSG,한화,문학,23183,112,인천,24.5,0.5
2025/06/28,토,LGK,IA,잠실,23750,108,서울,26.2,0.6
2025/06/28,토,롯데,KT,사직,22669,159,부산,25.3,
2025/06/28,토,NC,두산,창원,12961,155,창원,26.3,
2025/06/28,토,키움,삼성,고척,16000,108,서울,26.2,0.6
2025/06/29,일,SSG,한화,문학,23000,112,인천,25.4,0.3
2025/06/29,일,LGK,IA,잠실,23750,108,서울,27.1,
2025/06/29,일,롯데,KT,사직,22669,159,부산,25.9,
2025/06/29,일,NC,두산,창원,9894,155,창원,27.2,
2025/06/29,일,키움,삼성,고척,16000,108,서울,27.1,
2025/07/01,화,롯데,LG,사직,19627,159,부산,27.0,
2025/07/01,화,한화,NC,대전,17000,133,대전,29.0,
2025/07/01,화,KIAS,SG,광주,11782,156,광주,28.9,
2025/07/01,화,두산,삼성,잠실,18022,108,서울,28.6,0.9
2025/07/01,화,KT,키움,수원,5616,119,수원,27.6,2.3
2025/07/02,수,롯데,LG,사직,20661,159,부산,27.8,
2025/07/02,수,한화,NC,대전,17000,133,대전,29.4,
2025/07/02,수,KIAS,SG,광주,11827,156,광주,29.5,
2025/07/02,수,두산,삼성,잠실,20448,108,서울,28.6,
2025/07/02,수,KT,키움,수원,6787,119,수원,27.7,
2025/07/03,목,롯데,LG,사직,21914,159,부산,28.0,
2025/07/03,목,한화,NC,대전,17000,133,대전,28.6,
2025/07/03,목,KIAS,SG,광주,13013,156,광주,28.9,
2025/07/03,목,두산,삼성,잠실,21525,108,서울,28.3,
2025/07/03,목,KT,키움,수원,8540,119,수원,27.4,
2025/07/04,금,키움,한화,고척,16000,108,서울,27.2,
2025/07/04,금,두산,KT,잠실,16101,108,서울,27.2,
2025/07/04,금,삼성,LG,대구,24000,143,대구,30.2,
2025/07/04,금,KIA,롯데,광주,20500,156,광주,27.9,
2025/07/04,금,NCS,SG,창원,11147,155,창원,27.9,
2025/07/05,토,키움,한화,고척,16000,108,서울,28.4,
2025/07/05,토,두산,KT,잠실,19774,108,서울,28.4,
2025/07/05,토,삼성,LG,대구,24000,143,대구,30.6,
2025/07/05,토,KIA,롯데,광주,20500,156,광주,28.5,
2025/07/05,토,NCS,SG,창원,12028,155,창원,27.8,
2025/07/06,일,키움,한화,고척,16000,108,서울,29.1,
2025/07/06,일,두산,KT,잠실,23750,108,서울,29.1,
2025/07/06,일,삼성,LG,대구,24000,143,대구,30.6,
2025/07/06,일,KIA,롯데,광주,20500,156,광주,29.2,
2025/07/06,일,NCS,SG,창원,7726,155,창원,28.8,
2025/07/08,화,한화K,IA,대전,17000,133,대전,31.4,
2025/07/08,화,SSG,KT,문학,10812,112,인천,30.0,1.7
2025/07/08,화,롯데,두산,사직,18541,159,부산,29.4,
2025/07/08,화,NC,삼성,창원,8294,155,창원,29.6,
2025/07/08,화,LG,키움,잠실,16098,108,서울,31.3,11.8
2025/07/09,수,한화K,IA,대전,17000,133,대전,31.0,
2025/07/09,수,SSG,KT,문학,10259,112,인천,30.8,
2025/07/09,수,롯데,두산,사직,19071,159,부산,28.5,
2025/07/09,수,NC,삼성,창원,9220,155,창원,29.0,
