연도,경기날짜,경기시간,경기일시,요일,평일_주말,월,주차_ISO,홈팀,방문팀,구장,기상_매핑_지역키,관중수
2024,2024-08-29,,2024-08-29,목,평일,8,35,KIA,SSG,광주,광주,12931
2024,2024-08-29,,2024-08-29,목,평일,8,35,키움,삼성,고척,서울_고척,14903
2024,2024-08-30,,2024-08-30,금,평일,8,35,KT,LG,수원,경기_수원,12128
2024,2024-08-30,,2024-08-30,금,평일,8,35,키움,롯데,고척,서울_고척,15073
2024,2024-08-31,,2024-08-31,토,주말,8,35,삼성,KIA,대구,대구,24000
2024,2024-08-31,,2024-08-31,토,주말,8,35,한화,KT,한밭,기타,12000
2024,2024-08-31,,2024-08-31,토,주말,8,35,두산,롯데,잠실,서울_잠실,23750
2024,2024-08-31,,2024-08-31,토,주말,8,35,SSG,NC,문학,인천,17039
2024,2024-09-01,,2024-09-01,일,주말,9,35,삼성,KIA,대구,대구,24000
2024,2024-09-01,,2024-09-01,일,주말,9,35,두산,롯데,잠실,서울_잠실,23750
2024,2024-09-01,,2024-09-01,일,주말,9,35,SSG,NC,문학,인천,13039
2024,2024-09-03,,2024-09-03,화,평일,9,36,KIA,LG,광주,광주,13089
2024,2024-09-03,,2024-09-03,화,평일,9,36,삼성,롯데,대구,대구,24000
2024,2024-09-03,,2024-09-03,화,평일,9,36,한화,두산,한밭,기타,12000
2024,2024-09-03,,2024-09-03,화,평일,9,36,NC,키움,창원,경남_창원,3394
2024,2024-09-04,,2024-09-04,수,평일,9,36,KIA,한화,광주,광주,15328
2024,2024-09-04,,2024-09-04,수,평일,9,36,롯데,KT,사직,부산,14041
2024,2024-09-04,,2024-09-04,수,평일,9,36,삼성,두산,대구,대구,24000
2024,2024-09-04,,2024-09-04,수,평일,9,36,LG,SSG,잠실,서울_잠실,13229
2024,2024-09-04,,2024-09-04,수,평일,9,36,NC,키움,창원,경남_창원,4956
2024,2024-09-05,,2024-09-05,목,평일,9,36,KIA,한화,광주,광주,16083
2024,2024-09-05,,2024-09-05,목,평일,9,36,롯데,KT,사직,부산,15864
2024,2024-09-05,,2024-09-05,목,평일,9,36,LG,SSG,잠실,서울_잠실,12115
2024,2024-09-05,,2024-09-05,목,평일,9,36,NC,키움,창원,경남_창원,5214
2024,2024-09-06,,2024-09-06,금,평일,9,36,LG,한화,잠실,서울_잠실,23750
2024,2024-09-06,,2024-09-06,금,평일,9,36,NC,KT,창원,경남_창원,5868
2024,2024-09-06,,2024-09-06,금,평일,9,36,롯데,삼성,사직,부산,22464
2024,2024-09-06,,2024-09-06,금,평일,9,36,KIA,키움,광주,광주,17103
2024,2024-09-07,,2024-09-07,토,주말,9,36,LG,한화,잠실,서울_잠실,23750
2024,2024-09-07,,2024-09-07,토,주말,9,36,삼성,NC,대구,대구,24000
2024,2024-09-07,,2024-09-07,토,주말,9,36,KT,두산,수원,경기_수원,18700
2024,2024-09-07,,2024-09-07,토,주말,9,36,롯데,SSG,사직,부산,22758
2024,2024-09-07,,2024-09-07,토,주말,9,36,KIA,키움,광주,광주,20500
2024,2024-09-08,,2024-09-08,일,주말,9,36,LG,한화,잠실,서울_잠실,23750
2024,2024-09-08,,2024-09-08,일,주말,9,36,삼성,NC,대구,대구,24000
2024,2024-09-08,,2024-09-08,일,주말,9,36,롯데,SSG,사직,부산,18116
2024,2024-09-08,,2024-09-08,일,주말,9,36,KIA,키움,광주,광주,20500
2024,2024-09-10,,2024-09-10,화,평일,9,37,SSG,한화,문학,인천,19109
2024,2024-09-10,,2024-09-10,화,평일,9,37,LG,롯데,잠실,서울_잠실,23750
2024,2024-09-10,,2024-09-10,화,평일,9,37,KT,NC,수원,경기_수원,6721
2024,2024-09-10,,2024-09-10,화,평일,9,37,키움,두산,고척,서울_고척,13822
2024,2024-09-11,,2024-09-11,수,평일,9,37,SSG,롯데,문학,인천,16051
2024,2024-09-11,,2024-09-11,수,평일,9,37,KT,NC,수원,경기_수원,5815
2024,2024-09-11,,2024-09-11,수,평일,9,37,한화,삼성,한밭,기타,11670
2024,2024-09-11,,2024-09-11,수,평일,9,37,LG,키움,잠실,서울_잠실,13393
2024,2024-09-12,,2024-09-12,목,평일,9,37,KIA,롯데,광주,광주,20500
2024,2024-09-12,,2024-09-12,목,평일,9,37,KT,NC,수원,경기_수원,5962
2024,2024-09-12,,2024-09-12,목,평일,9,37,한화,삼성,한밭,기타,11719
2024,2024-09-13,,2024-09-13,금,평일,9,37,롯데,한화,사직,부산,19675
2024,2024-09-14,,2024-09-14,토,주말,9,37,롯데,한화,사직,부산,21514
2024,2024-09-14,,2024-09-14,토,주말,9,37,두산,KT,잠실,서울_잠실,23750
2024,2024-09-14,,2024-09-14,토,주말,9,37,NC,LG,창원,경남_창원,15383
2024,2024-09-14,,2024-09-14,토,주말,9,37,SSG,삼성,문학,인천,23000
2024,2024-09-14,,2024-09-14,토,주말,9,37,KIA,키움,광주,광주,20500
2024,2024-09-15,,2024-09-15,일,주말,9,37,롯데,한화,사직,부산,22758
2024,2024-09-15,,2024-09-15,일,주말,9,37,NC,LG,창원,경남_창원,10826
2024,2024-09-15,,2024-09-15,일,주말,9,37,SSG,삼성,문학,인천,23000
2024,2024-09-15,,2024-09-15,일,주말,9,37,KIA,키움,광주,광주,20500
2024,2024-09-16,,2024-09-16,월,평일,9,38,KT,KIA,수원,경기_수원,18700
2024,2024-09-16,,2024-09-16,월,평일,9,38,두산,키움,잠실,서울_잠실,18894
2024,2024-09-17,,2024-09-17,화,평일,9,38,NC,한화,창원,경남_창원,9403
2024,2024-09-17,,2024-09-17,화,평일,9,38,SSG,KIA,문학,인천,23000
2024,2024-09-17,,2024-09-17,화,평일,9,38,키움,KT,고척,서울_고척,11032
2024,2024-09-17,,2024-09-17,화,평일,9,38,롯데,LG,사직,부산,18742
2024,2024-09-17,,2024-09-17,화,평일,9,38,두산,삼성,잠실,서울_잠실,23750
2024,2024-09-18,,2024-09-18,수,평일,9,38,NC,한화,창원,경남_창원,9268
2024,2024-09-18,,2024-09-18,수,평일,9,38,롯데,LG,사직,부산,21147
2024,2024-09-18,,2024-09-18,수,평일,9,38,KT,삼성,수원,경기_수원,18700
2024,2024-09-19,,2024-09-19,목,평일,9,38,NC,한화,창원,경남_창원,6010
2024,2024-09-19,,2024-09-19,목,평일,9,38,두산,KIA,잠실,서울_잠실,23750
2024,2024-09-19,,2024-09-19,목,평일,9,38,롯데,LG,사직,부산,16895
2024,2024-09-19,,2024-09-19,목,평일,9,38,KT,삼성,수원,경기_수원,12617
2024,2024-09-19,,2024-09-19,목,평일,9,38,SSG,키움,문학,인천,14848
2024,2024-09-21,,2024-09-21,토,주말,9,38,LG,두산,잠실,서울_잠실,23236
2024,2024-09-21,,2024-09-21,토,주말,9,38,LG,두산,잠실,서울_잠실,23750
2024,2024-09-21,,2024-09-21,토,주말,9,38,KT,SSG,수원,경기_수원,15805
2024,2024-09-22,,2024-09-22,일,주말,9,38,한화,롯데,한밭,기타,12000
2024,2024-09-22,,2024-09-22,일,주말,9,38,LG,두산,잠실,서울_잠실,23750
2024,2024-09-22,,2024-09-22,일,주말,9,38,KT,SSG,수원,경기_수원,15049
2024,2024-09-22,,2024-09-22,일,주말,9,38,삼성,키움,대구,대구,24000
2024,2024-09-23,,2024-09-23,월,평일,9,39,한화,롯데,한밭,기타,10407
2024,2024-09-23,,2024-09-23,월,평일,9,39,두산,SSG,잠실,서울_잠실,22489
2024,2024-09-23,,2024-09-23,월,평일,9,39,KIA,삼성,광주,광주,20500
2024,2024-09-24,,2024-09-24,화,평일,9,39,키움,한화,고척,서울_고척,16000
2024,2024-09-24,,2024-09-24,화,평일,9,39,SSG,LG,문학,인천,19911
2024,2024-09-24,,2024-09-24,화,평일,9,39,KT,롯데,수원,경기_수원,13304
2024,2024-09-24,,2024-09-24,화,평일,9,39,두산,NC,잠실,서울_잠실,22064
2024,2024-09-24,,2024-09-24,화,평일,9,39,KIA,삼성,광주,광주,20500
2024,2024-09-25,,2024-09-25,수,평일,9,39,LG,한화,잠실,서울_잠실,23750
2024,2024-09-25,,2024-09-25,수,평일,9,39,KIA,롯데,광주,광주,20500
2024,2024-09-25,,2024-09-25,수,평일,9,39,NC,SSG,창원,경남_창원,6157
2024,2024-09-25,,2024-09-25,수,평일,9,39,삼성,키움,대구,대구,24000
2024,2024-09-26,,2024-09-26,목,평일,9,39,롯데,두산,사직,부산,18727
2024,2024-09-26,,2024-09-26,목,평일,9,39,NC,SSG,창원,경남_창원,6377
2024,2024-09-26,,2024-09-26,목,평일,9,39,LG,키움,잠실,서울_잠실,21593
2024,2024-09-27,,2024-09-27,금,평일,9,39,한화,KIA,한밭,기타,12000
2024,2024-09-27,,2024-09-27,금,평일,9,39,롯데,NC,사직,부산,22758
2024,2024-09-27,,2024-09-27,금,평일,9,39,KT,키움,수원,경기_수원,12824
2024,2024-09-28,,2024-09-28,토,주말,9,39,롯데,KIA,사직,부산,22758
2024,2024-09-28,,2024-09-28,토,주말,9,39,삼성,LG,대구,대구,24000
2024,2024-09-28,,2024-09-28,토,주말,9,39,NC,두산,창원,경남_창원,17891
2024,2024-09-28,,2024-09-28,토,주말,9,39,한화,SSG,한밭,기타,12000
2024,2024-09-28,,2024-09-28,토,주말,9,39,KT,키움,수원,경기_수원,18700
2024,2024-09-29,,2024-09-29,일,주말,9,39,한화,NC,한밭,기타,12000
2024,2024-09-30,,2024-09-30,월,평일,9,40,KIA,NC,광주,광주,20500
2024,2024-09-30,,2024-09-30,월,평일,9,40,SSG,키움,문학,인천,23000
2024,2024-10-01,,2024-10-01,화,평일,10,40,NC,롯데,창원,경남_창원,17891
