연도,경기날짜,경기시간,경기일시,요일,평일_주말,월,주차_ISO,홈팀,방문팀,구장,기상_매핑_지역키,관중수
2024,2024-06-06,,2024-06-06,목,평일,6,23,SSG,삼성,문학,인천,23000
2024,2024-06-06,,2024-06-06,목,평일,6,23,LG,키움,잠실,서울_잠실,23750
2024,2024-06-07,,2024-06-07,금,평일,6,23,두산,KIA,잠실,서울_잠실,23750
2024,2024-06-07,,2024-06-07,금,평일,6,23,KT,LG,수원,경기_수원,13154
2024,2024-06-07,,2024-06-07,금,평일,6,23,한화,NC,한밭,기타,12000
2024,2024-06-07,,2024-06-07,금,평일,6,23,롯데,SSG,사직,부산,20678
2024,2024-06-07,,2024-06-07,금,평일,6,23,키움,삼성,고척,서울_고척,12636
2024,2024-06-08,,2024-06-08,토,주말,6,23,두산,KIA,잠실,서울_잠실,23750
2024,2024-06-08,,2024-06-08,토,주말,6,23,KT,LG,수원,경기_수원,18700
2024,2024-06-08,,2024-06-08,토,주말,6,23,한화,NC,한밭,기타,12000
2024,2024-06-08,,2024-06-08,토,주말,6,23,키움,삼성,고척,서울_고척,16000
2024,2024-06-09,,2024-06-09,일,주말,6,23,두산,KIA,잠실,서울_잠실,23750
2024,2024-06-09,,2024-06-09,일,주말,6,23,KT,LG,수원,경기_수원,13642
2024,2024-06-09,,2024-06-09,일,주말,6,23,한화,NC,한밭,기타,12000
2024,2024-06-09,,2024-06-09,일,주말,6,23,롯데,SSG,사직,부산,13700
2024,2024-06-09,,2024-06-09,일,주말,6,23,롯데,SSG,사직,부산,22758
2024,2024-06-09,,2024-06-09,일,주말,6,23,키움,삼성,고척,서울_고척,13509
2024,2024-06-11,,2024-06-11,화,평일,6,24,두산,한화,잠실,서울_잠실,18475
2024,2024-06-11,,2024-06-11,화,평일,6,24,SSG,KIA,문학,인천,16007
2024,2024-06-11,,2024-06-11,화,평일,6,24,NC,KT,창원,경남_창원,4279
2024,2024-06-11,,2024-06-11,화,평일,6,24,삼성,LG,대구,대구,12436
2024,2024-06-11,,2024-06-11,화,평일,6,24,롯데,키움,사직,부산,9948
2024,2024-06-12,,2024-06-12,수,평일,6,24,두산,한화,잠실,서울_잠실,21630
2024,2024-06-12,,2024-06-12,수,평일,6,24,SSG,KIA,문학,인천,16483
2024,2024-06-12,,2024-06-12,수,평일,6,24,NC,KT,창원,경남_창원,4123
2024,2024-06-12,,2024-06-12,수,평일,6,24,삼성,LG,대구,대구,13511
2024,2024-06-12,,2024-06-12,수,평일,6,24,롯데,키움,사직,부산,11390
2024,2024-06-13,,2024-06-13,목,평일,6,24,두산,한화,잠실,서울_잠실,20253
2024,2024-06-13,,2024-06-13,목,평일,6,24,SSG,KIA,문학,인천,18290
2024,2024-06-13,,2024-06-13,목,평일,6,24,NC,KT,창원,경남_창원,3764
2024,2024-06-13,,2024-06-13,목,평일,6,24,삼성,LG,대구,대구,14485
2024,2024-06-13,,2024-06-13,목,평일,6,24,롯데,키움,사직,부산,11941
2024,2024-06-14,,2024-06-14,금,평일,6,24,KT,KIA,수원,경기_수원,18420
2024,2024-06-14,,2024-06-14,금,평일,6,24,LG,롯데,잠실,서울_잠실,23750
2024,2024-06-14,,2024-06-14,금,평일,6,24,키움,두산,고척,서울_고척,8680
2024,2024-06-14,,2024-06-14,금,평일,6,24,한화,SSG,한밭,기타,12000
2024,2024-06-14,,2024-06-14,금,평일,6,24,NC,삼성,창원,경남_창원,12394
2024,2024-06-15,,2024-06-15,토,주말,6,24,KT,KIA,수원,경기_수원,18700
2024,2024-06-15,,2024-06-15,토,주말,6,24,LG,롯데,잠실,서울_잠실,23750
2024,2024-06-15,,2024-06-15,토,주말,6,24,키움,두산,고척,서울_고척,13954
2024,2024-06-15,,2024-06-15,토,주말,6,24,한화,SSG,한밭,기타,12000
2024,2024-06-15,,2024-06-15,토,주말,6,24,NC,삼성,창원,경남_창원,17891
2024,2024-06-16,,2024-06-16,일,주말,6,24,KT,KIA,수원,경기_수원,18700
2024,2024-06-16,,2024-06-16,일,주말,6,24,LG,롯데,잠실,서울_잠실,23750
2024,2024-06-16,,2024-06-16,일,주말,6,24,키움,두산,고척,서울_고척,13184
2024,2024-06-16,,2024-06-16,일,주말,6,24,한화,SSG,한밭,기타,12000
2024,2024-06-16,,2024-06-16,일,주말,6,24,NC,삼성,창원,경남_창원,12860
2024,2024-06-18,,2024-06-18,화,평일,6,25,KIA,LG,광주,광주,18131
2024,2024-06-18,,2024-06-18,화,평일,6,25,KT,롯데,수원,경기_수원,8491
2024,2024-06-18,,2024-06-18,화,평일,6,25,두산,NC,잠실,서울_잠실,9026
2024,2024-06-18,,2024-06-18,화,평일,6,25,삼성,SSG,대구,대구,10426
2024,2024-06-18,,2024-06-18,화,평일,6,25,한화,키움,청주,기타,9000
2024,2024-06-19,,2024-06-19,수,평일,6,25,KIA,LG,광주,광주,15056
2024,2024-06-19,,2024-06-19,수,평일,6,25,KT,롯데,수원,경기_수원,9106
2024,2024-06-19,,2024-06-19,수,평일,6,25,두산,NC,잠실,서울_잠실,11984
2024,2024-06-19,,2024-06-19,수,평일,6,25,삼성,SSG,대구,대구,11488
2024,2024-06-19,,2024-06-19,수,평일,6,25,한화,키움,청주,기타,9000
2024,2024-06-20,,2024-06-20,목,평일,6,25,KIA,LG,광주,광주,14009
2024,2024-06-20,,2024-06-20,목,평일,6,25,KT,롯데,수원,경기_수원,10496
2024,2024-06-20,,2024-06-20,목,평일,6,25,두산,NC,잠실,서울_잠실,10909
2024,2024-06-20,,2024-06-20,목,평일,6,25,삼성,SSG,대구,대구,13024
2024,2024-06-20,,2024-06-20,목,평일,6,25,한화,키움,청주,기타,9000
2024,2024-06-21,,2024-06-21,금,평일,6,25,KIA,한화,광주,광주,20500
2024,2024-06-21,,2024-06-21,금,평일,6,25,LG,KT,잠실,서울_잠실,15537
2024,2024-06-21,,2024-06-21,금,평일,6,25,키움,롯데,고척,서울_고척,11974
2024,2024-06-21,,2024-06-21,금,평일,6,25,SSG,NC,문학,인천,13560
2024,2024-06-21,,2024-06-21,금,평일,6,25,삼성,두산,대구,대구,24000
2024,2024-06-22,,2024-06-22,토,주말,6,25,키움,롯데,고척,서울_고척,16000
2024,2024-06-22,,2024-06-22,토,주말,6,25,SSG,NC,문학,인천,19789
2024,2024-06-23,,2024-06-23,일,주말,6,25,KIA,한화,광주,광주,19085
2024,2024-06-23,,2024-06-23,일,주말,6,25,KIA,한화,광주,광주,18860
2024,2024-06-23,,2024-06-23,일,주말,6,25,LG,KT,잠실,서울_잠실,11417
2024,2024-06-23,,2024-06-23,일,주말,6,25,LG,KT,잠실,서울_잠실,15418
2024,2024-06-23,,2024-06-23,일,주말,6,25,키움,롯데,고척,서울_고척,16000
2024,2024-06-23,,2024-06-23,일,주말,6,25,SSG,NC,문학,인천,17200
2024,2024-06-23,,2024-06-23,일,주말,6,25,삼성,두산,대구,대구,20680
2024,2024-06-23,,2024-06-23,일,주말,6,25,삼성,두산,대구,대구,24000
2024,2024-06-25,,2024-06-25,화,평일,6,26,롯데,KIA,사직,부산,19110
2024,2024-06-25,,2024-06-25,화,평일,6,26,SSG,KT,문학,인천,9629
2024,2024-06-25,,2024-06-25,화,평일,6,26,키움,NC,고척,서울_고척,5159
2024,2024-06-25,,2024-06-25,화,평일,6,26,한화,두산,한밭,기타,11556
2024,2024-06-25,,2024-06-25,화,평일,6,26,LG,삼성,잠실,서울_잠실,21989
2024,2024-06-26,,2024-06-26,수,평일,6,26,롯데,KIA,사직,부산,19755
2024,2024-06-26,,2024-06-26,수,평일,6,26,SSG,KT,문학,인천,10229
2024,2024-06-26,,2024-06-26,수,평일,6,26,키움,NC,고척,서울_고척,4698
2024,2024-06-26,,2024-06-26,수,평일,6,26,한화,두산,한밭,기타,11564
2024,2024-06-26,,2024-06-26,수,평일,6,26,LG,삼성,잠실,서울_잠실,23281
2024,2024-06-27,,2024-06-27,목,평일,6,26,롯데,KIA,사직,부산,12867
2024,2024-06-27,,2024-06-27,목,평일,6,26,SSG,KT,문학,인천,10684
2024,2024-06-27,,2024-06-27,목,평일,6,26,키움,NC,고척,서울_고척,4726
2024,2024-06-27,,2024-06-27,목,평일,6,26,한화,두산,한밭,기타,11128
2024,2024-06-27,,2024-06-27,목,평일,6,26,LG,삼성,잠실,서울_잠실,22114
2024,2024-06-28,,2024-06-28,금,평일,6,26,롯데,한화,사직,부산,22758
2024,2024-06-28,,2024-06-28,금,평일,6,26,NC,LG,창원,경남_창원,13506
2024,2024-06-28,,2024-06-28,금,평일,6,26,두산,SSG,잠실,서울_잠실,17367
2024,2024-06-28,,2024-06-28,금,평일,6,26,KT,삼성,수원,경기_수원,14678
2024,2024-06-28,,2024-06-28,금,평일,6,26,KIA,키움,광주,광주,18601
2024,2024-06-29,,2024-06-29,토,주말,6,26,두산,SSG,잠실,서울_잠실,20020
2024,2024-06-30,,2024-06-30,일,주말,6,26,NC,LG,창원,경남_창원,6991
2024,2024-06-30,,2024-06-30,일,주말,6,26,두산,SSG,잠실,서울_잠실,13985
2024,2024-06-30,,2024-06-30,일,주말,6,26,KT,삼성,수원,경기_수원,8357
2024,2024-06-30,,2024-06-30,일,주말,6,26,KT,삼성,수원,경기_수원,12253
2024,2024-07-02,,2024-07-02,화,평일,7,27,삼성,KIA,대구,대구,13230
2024,2024-07-02,,2024-07-02,화,평일,7,27,한화,KT,한밭,기타,6794
2024,2024-07-02,,2024-07-02,화,평일,7,27,키움,LG,고척,서울_고척,10185
2024,2024-07-03,,2024-07-03,수,평일,7,27,삼성,KIA,대구,대구,17472
2024,2024-07-03,,2024-07-03,수,평일,7,27,한화,KT,한밭,기타,9009
2024,2024-07-03,,2024-07-03,수,평일,7,27,키움,LG,고척,서울_고척,11135
2024,2024-07-03,,2024-07-03,수,평일,7,27,두산,롯데,잠실,서울_잠실,19727
2024,2024-07-03,,2024-07-03,수,평일,7,27,NC,SSG,창원,경남_창원,6384
2024,2024-07-04,,2024-07-04,목,평일,7,27,삼성,KIA,대구,대구,17093
2024,2024-07-04,,2024-07-04,목,평일,7,27,한화,KT,한밭,기타,8330
2024,2024-07-04,,2024-07-04,목,평일,7,27,키움,LG,고척,서울_고척,12819
2024,2024-07-04,,2024-07-04,목,평일,7,27,두산,롯데,잠실,서울_잠실,19372
2024,2024-07-04,,2024-07-04,목,평일,7,27,NC,SSG,창원,경남_창원,6587
2024,2024-07-09,,2024-07-09,화,평일,7,28,키움,한화,고척,서울_고척,14981
2024,2024-07-09,,2024-07-09,화,평일,7,28,LG,KIA,잠실,서울_잠실,22038
2024,2024-07-09,,2024-07-09,화,평일,7,28,SSG,롯데,문학,인천,10051
2024,2024-07-10,,2024-07-10,수,평일,7,28,키움,한화,고척,서울_고척,15096
2024,2024-07-10,,2024-07-10,수,평일,7,28,LG,KIA,잠실,서울_잠실,23750
2024,2024-07-10,,2024-07-10,수,평일,7,28,SSG,롯데,문학,인천,14381
2024,2024-07-10,,2024-07-10,수,평일,7,28,삼성,NC,대구,대구,12507
2024,2024-07-10,,2024-07-10,수,평일,7,28,KT,두산,수원,경기_수원,8079
2024,2024-07-11,,2024-07-11,목,평일,7,28,키움,한화,고척,서울_고척,15205
2024,2024-07-11,,2024-07-11,목,평일,7,28,LG,KIA,잠실,서울_잠실,23750
2024,2024-07-11,,2024-07-11,목,평일,7,28,SSG,롯데,문학,인천,15842
2024,2024-07-11,,2024-07-11,목,평일,7,28,삼성,NC,대구,대구,15075
2024,2024-07-11,,2024-07-11,목,평일,7,28,KT,두산,수원,경기_수원,10182
2024,2024-07-12,,2024-07-12,금,평일,7,28,롯데,KT,사직,부산,21545
2024,2024-07-12,,2024-07-12,금,평일,7,28,한화,LG,한밭,기타,12000
2024,2024-07-12,,2024-07-12,금,평일,7,28,KIA,SSG,광주,광주,17755
2024,2024-07-12,,2024-07-12,금,평일,7,28,두산,삼성,잠실,서울_잠실,22279
2024,2024-07-12,,2024-07-12,금,평일,7,28,NC,키움,창원,경남_창원,8579
2024,2024-07-13,,2024-07-13,토,주말,7,28,롯데,KT,사직,부산,22758
2024,2024-07-13,,2024-07-13,토,주말,7,28,한화,LG,한밭,기타,12000
2024,2024-07-13,,2024-07-13,토,주말,7,28,KIA,SSG,광주,광주,20500
2024,2024-07-13,,2024-07-13,토,주말,7,28,두산,삼성,잠실,서울_잠실,23750
2024,2024-07-13,,2024-07-13,토,주말,7,28,NC,키움,창원,경남_창원,11282
2024,2024-07-14,,2024-07-14,일,주말,7,28,한화,LG,한밭,기타,12000
2024,2024-07-14,,2024-07-14,일,주말,7,28,KIA,SSG,광주,광주,15444
2024,2024-07-14,,2024-07-14,일,주말,7,28,두산,삼성,잠실,서울_잠실,23750
2024,2024-07-16,,2024-07-16,화,평일,7,29,키움,KT,고척,서울_고척,5851
2024,2024-07-16,,2024-07-16,화,평일,7,29,롯데,두산,울산,울산,7833
2024,2024-07-17,,2024-07-17,수,평일,7,29,NC,한화,창원,경남_창원,6870
2024,2024-07-17,,2024-07-17,수,평일,7,29,키움,KT,고척,서울_고척,5085
2024,2024-07-17,,2024-07-17,수,평일,7,29,롯데,두산,울산,울산,9354
2024,2024-07-17,,2024-07-17,수,평일,7,29,LG,SSG,잠실,서울_잠실,11773
2024,2024-07-17,,2024-07-17,수,평일,7,29,KIA,삼성,광주,광주,13904
2024,2024-07-18,,2024-07-18,목,평일,7,29,NC,한화,창원,경남_창원,7550
2024,2024-07-18,,2024-07-18,목,평일,7,29,키움,KT,고척,서울_고척,5040
2024,2024-07-18,,2024-07-18,목,평일,7,29,롯데,두산,울산,울산,9102
2024,2024-07-18,,2024-07-18,목,평일,7,29,KIA,삼성,광주,광주,11429
2024,2024-07-19,,2024-07-19,금,평일,7,29,한화,KIA,한밭,기타,12000
2024,2024-07-19,,2024-07-19,금,평일,7,29,삼성,롯데,대구,대구,24000
2024,2024-07-19,,2024-07-19,금,평일,7,29,KT,NC,수원,경기_수원,7650
2024,2024-07-19,,2024-07-19,금,평일,7,29,LG,두산,잠실,서울_잠실,23750
2024,2024-07-19,,2024-07-19,금,평일,7,29,SSG,키움,문학,인천,12715
2024,2024-07-20,,2024-07-20,토,주말,7,29,한화,KIA,한밭,기타,12000
2024,2024-07-20,,2024-07-20,토,주말,7,29,삼성,롯데,대구,대구,24000
2024,2024-07-21,,2024-07-21,일,주말,7,29,한화,KIA,한밭,기타,12000
2024,2024-07-21,,2024-07-21,일,주말,7,29,삼성,롯데,대구,대구,24000
2024,2024-07-21,,2024-07-21,일,주말,7,29,KT,NC,수원,경기_수원,9188
2024,2024-07-21,,2024-07-21,일,주말,7,29,LG,두산,잠실,서울_잠실,23211
2024,2024-07-21,,2024-07-21,일,주말,7,29,SSG,키움,문학,인천,15369
2024,2024-07-23,,2024-07-23,화,평일,7,30,롯데,LG,사직,부산,18416
2024,2024-07-23,,2024-07-23,화,평일,7,30,KIA,NC,광주,광주,13756
2024,2024-07-23,,2024-07-23,화,평일,7,30,한화,삼성,한밭,기타,11501
2024,2024-07-23,,2024-07-23,화,평일,7,30,두산,키움,잠실,서울_잠실,7292
2024,2024-07-24,,2024-07-24,수,평일,7,30,KIA,NC,광주,광주,13308
2024,2024-07-24,,2024-07-24,수,평일,7,30,KT,SSG,수원,경기_수원,6449
2024,2024-07-24,,2024-07-24,수,평일,7,30,한화,삼성,한밭,기타,11882
2024,2024-07-24,,2024-07-24,수,평일,7,30,두산,키움,잠실,서울_잠실,8887
2024,2024-07-25,,2024-07-25,목,평일,7,30,롯데,LG,사직,부산,20322
2024,2024-07-25,,2024-07-25,목,평일,7,30,KIA,NC,광주,광주,14130
2024,2024-07-25,,2024-07-25,목,평일,7,30,KT,SSG,수원,경기_수원,7067
2024,2024-07-25,,2024-07-25,목,평일,7,30,두산,키움,잠실,서울_잠실,19145
2024,2024-07-26,,2024-07-26,금,평일,7,30,키움,KIA,고척,서울_고척,16000
2024,2024-07-26,,2024-07-26,금,평일,7,30,삼성,KT,대구,대구,21891
2024,2024-07-26,,2024-07-26,금,평일,7,30,NC,롯데,창원,경남_창원,17891
2024,2024-07-26,,2024-07-26,금,평일,7,30,SSG,두산,문학,인천,15006
2024,2024-07-27,,2024-07-27,토,주말,7,30,키움,KIA,고척,서울_고척,16000
2024,2024-07-27,,2024-07-27,토,주말,7,30,삼성,KT,대구,대구,24000
2024,2024-07-27,,2024-07-27,토,주말,7,30,NC,롯데,창원,경남_창원,17891
2024,2024-07-27,,2024-07-27,토,주말,7,30,SSG,두산,문학,인천,19448
2024,2024-07-28,,2024-07-28,일,주말,7,30,LG,한화,잠실,서울_잠실,23750
2024,2024-07-28,,2024-07-28,일,주말,7,30,키움,KIA,고척,서울_고척,16000
2024,2024-07-28,,2024-07-28,일,주말,7,30,삼성,KT,대구,대구,23104
2024,2024-07-28,,2024-07-28,일,주말,7,30,NC,롯데,창원,경남_창원,17891
2024,2024-07-28,,2024-07-28,일,주말,7,30,SSG,두산,문학,인천,17619
2024,2024-07-30,,2024-07-30,화,평일,7,31,KT,한화,수원,경기_수원,14210
2024,2024-07-30,,2024-07-30,화,평일,7,31,SSG,롯데,문학,인천,17550
2024,2024-07-30,,2024-07-30,화,평일,7,31,키움,NC,고척,서울_고척,6925
2024,2024-07-30,,2024-07-30,화,평일,7,31,KIA,두산,광주,광주,20500
2024,2024-07-30,,2024-07-30,화,평일,7,31,LG,삼성,잠실,서울_잠실,22946
2024,2024-07-31,,2024-07-31,수,평일,7,31,KT,한화,수원,경기_수원,14988
2024,2024-07-31,,2024-07-31,수,평일,7,31,SSG,롯데,문학,인천,17563
2024,2024-07-31,,2024-07-31,수,평일,7,31,키움,NC,고척,서울_고척,6918
2024,2024-07-31,,2024-07-31,수,평일,7,31,KIA,두산,광주,광주,18693
2024,2024-07-31,,2024-07-31,수,평일,7,31,LG,삼성,잠실,서울_잠실,23409
2024,2024-08-01,,2024-08-01,목,평일,8,31,KT,한화,수원,경기_수원,15197
2024,2024-08-01,,2024-08-01,목,평일,8,31,SSG,롯데,문학,인천,18828
2024,2024-08-01,,2024-08-01,목,평일,8,31,키움,NC,고척,서울_고척,7306
2024,2024-08-01,,2024-08-01,목,평일,8,31,KIA,두산,광주,광주,20500
2024,2024-08-01,,2024-08-01,목,평일,8,31,LG,삼성,잠실,서울_잠실,23315
2024,2024-08-02,,2024-08-02,금,평일,8,31,한화,KIA,한밭,기타,12000
2024,2024-08-02,,2024-08-02,금,평일,8,31,NC,KT,창원,경남_창원,9845
2024,2024-08-02,,2024-08-02,금,평일,8,31,삼성,SSG,대구,대구,22336
2024,2024-08-02,,2024-08-02,금,평일,8,31,두산,키움,잠실,서울_잠실,13209
2024,2024-08-03,,2024-08-03,토,주말,8,31,한화,KIA,한밭,기타,12000
2024,2024-08-03,,2024-08-03,토,주말,8,31,롯데,LG,울산,울산,9914
2024,2024-08-03,,2024-08-03,토,주말,8,31,삼성,SSG,대구,대구,24000
2024,2024-08-03,,2024-08-03,토,주말,8,31,두산,키움,잠실,서울_잠실,15527
2024,2024-08-04,,2024-08-04,일,주말,8,31,NC,KT,창원,경남_창원,9568
2024,2024-08-04,,2024-08-04,일,주말,8,31,삼성,SSG,대구,대구,20416
2024,2024-08-06,,2024-08-06,화,평일,8,32,삼성,한화,대구,대구,16288
2024,2024-08-06,,2024-08-06,화,평일,8,32,KIA,KT,광주,광주,14457
2024,2024-08-06,,2024-08-06,화,평일,8,32,두산,LG,잠실,서울_잠실,17065
2024,2024-08-06,,2024-08-06,화,평일,8,32,롯데,NC,사직,부산,17068
2024,2024-08-06,,2024-08-06,화,평일,8,32,키움,SSG,고척,서울_고척,8356
2024,2024-08-07,,2024-08-07,수,평일,8,32,삼성,한화,대구,대구,17114
2024,2024-08-07,,2024-08-07,수,평일,8,32,KIA,KT,광주,광주,11625
2024,2024-08-07,,2024-08-07,수,평일,8,32,두산,LG,잠실,서울_잠실,15883
2024,2024-08-07,,2024-08-07,수,평일,8,32,롯데,NC,사직,부산,18425
2024,2024-08-07,,2024-08-07,수,평일,8,32,키움,SSG,고척,서울_고척,7792
2024,2024-08-08,,2024-08-08,목,평일,8,32,삼성,한화,대구,대구,18367
2024,2024-08-08,,2024-08-08,목,평일,8,32,KIA,KT,광주,광주,11011
2024,2024-08-08,,2024-08-08,목,평일,8,32,두산,LG,잠실,서울_잠실,16321
2024,2024-08-08,,2024-08-08,목,평일,8,32,키움,SSG,고척,서울_고척,8000
2024,2024-08-09,,2024-08-09,금,평일,8,32,KT,롯데,수원,경기_수원,11534
2024,2024-08-09,,2024-08-09,금,평일,8,32,LG,NC,잠실,서울_잠실,14131
2024,2024-08-09,,2024-08-09,금,평일,8,32,SSG,두산,문학,인천,12451
2024,2024-08-09,,2024-08-09,금,평일,8,32,KIA,삼성,광주,광주,18448
2024,2024-08-09,,2024-08-09,금,평일,8,32,한화,키움,한밭,기타,11302
2024,2024-08-10,,2024-08-10,토,주말,8,32,KT,롯데,수원,경기_수원,18700
2024,2024-08-10,,2024-08-10,토,주말,8,32,LG,NC,잠실,서울_잠실,19151
2024,2024-08-10,,2024-08-10,토,주말,8,32,SSG,두산,문학,인천,19796
2024,2024-08-10,,2024-08-10,토,주말,8,32,한화,키움,한밭,기타,12000
2024,2024-08-11,,2024-08-11,일,주말,8,32,KT,롯데,수원,경기_수원,13805
2024,2024-08-11,,2024-08-11,일,주말,8,32,LG,NC,잠실,서울_잠실,18902
2024,2024-08-11,,2024-08-11,일,주말,8,32,SSG,두산,문학,인천,16151
2024,2024-08-11,,2024-08-11,일,주말,8,32,KIA,삼성,광주,광주,20500
2024,2024-08-11,,2024-08-11,일,주말,8,32,한화,키움,한밭,기타,12000
2024,2024-08-13,,2024-08-13,화,평일,8,33,키움,KIA,고척,서울_고척,16000
2024,2024-08-13,,2024-08-13,화,평일,8,33,삼성,KT,대구,대구,15109
2024,2024-08-13,,2024-08-13,화,평일,8,33,한화,LG,한밭,기타,11748
2024,2024-08-13,,2024-08-13,화,평일,8,33,NC,SSG,창원,경남_창원,5121
2024,2024-08-14,,2024-08-14,수,평일,8,33,키움,KIA,고척,서울_고척,16000
2024,2024-08-14,,2024-08-14,수,평일,8,33,삼성,KT,대구,대구,20435
2024,2024-08-14,,2024-08-14,수,평일,8,33,한화,LG,한밭,기타,11884
2024,2024-08-14,,2024-08-14,수,평일,8,33,두산,롯데,잠실,서울_잠실,21337
2024,2024-08-15,,2024-08-15,목,평일,8,33,키움,KIA,고척,서울_고척,16000
2024,2024-08-15,,2024-08-15,목,평일,8,33,삼성,KT,대구,대구,24000
2024,2024-08-15,,2024-08-15,목,평일,8,33,한화,LG,한밭,기타,12000
2024,2024-08-15,,2024-08-15,목,평일,8,33,두산,롯데,잠실,서울_잠실,23750
2024,2024-08-15,,2024-08-15,목,평일,8,33,NC,SSG,창원,경남_창원,10389
2024,2024-08-16,,2024-08-16,금,평일,8,33,SSG,한화,문학,인천,21057
2024,2024-08-16,,2024-08-16,금,평일,8,33,LG,KIA,잠실,서울_잠실,23750
2024,2024-08-16,,2024-08-16,금,평일,8,33,KT,두산,수원,경기_수원,11443
2024,2024-08-16,,2024-08-16,금,평일,8,33,NC,삼성,창원,경남_창원,10580
2024,2024-08-16,,2024-08-16,금,평일,8,33,롯데,키움,사직,부산,21181
2024,2024-08-17,,2024-08-17,토,주말,8,33,SSG,한화,문학,인천,23000
2024,2024-08-17,,2024-08-17,토,주말,8,33,LG,KIA,잠실,서울_잠실,23750
2024,2024-08-17,,2024-08-17,토,주말,8,33,KT,두산,수원,경기_수원,16427
2024,2024-08-17,,2024-08-17,토,주말,8,33,NC,삼성,창원,경남_창원,17891
2024,2024-08-17,,2024-08-17,토,주말,8,33,롯데,키움,사직,부산,22758
2024,2024-08-18,,2024-08-18,일,주말,8,33,SSG,한화,문학,인천,22545
2024,2024-08-18,,2024-08-18,일,주말,8,33,LG,KIA,잠실,서울_잠실,23750
2024,2024-08-18,,2024-08-18,일,주말,8,33,KT,두산,수원,경기_수원,12164
2024,2024-08-18,,2024-08-18,일,주말,8,33,NC,삼성,창원,경남_창원,12328
2024,2024-08-18,,2024-08-18,일,주말,8,33,롯데,키움,사직,부산,20740
2024,2024-08-20,,2024-08-20,화,평일,8,34,한화,NC,청주,기타,8429
2024,2024-08-20,,2024-08-20,화,평일,8,34,삼성,두산,포항,기타,10064
2024,2024-08-20,,2024-08-20,화,평일,8,34,LG,SSG,잠실,서울_잠실,12736
2024,2024-08-20,,2024-08-20,화,평일,8,34,KT,키움,수원,경기_수원,5858
2024,2024-08-21,,2024-08-21,수,평일,8,34,KIA,롯데,광주,광주,12625
2024,2024-08-21,,2024-08-21,수,평일,8,34,한화,NC,청주,기타,8102
2024,2024-08-21,,2024-08-21,수,평일,8,34,삼성,두산,포항,기타,10268
2024,2024-08-21,,2024-08-21,수,평일,8,34,LG,SSG,잠실,서울_잠실,12008
2024,2024-08-21,,2024-08-21,수,평일,8,34,KT,키움,수원,경기_수원,6288
2024,2024-08-22,,2024-08-22,목,평일,8,34,KIA,롯데,광주,광주,12693
2024,2024-08-22,,2024-08-22,목,평일,8,34,LG,SSG,잠실,서울_잠실,11917
2024,2024-08-22,,2024-08-22,목,평일,8,34,KT,키움,수원,경기_수원,6181
2024,2024-08-23,,2024-08-23,금,평일,8,34,두산,한화,잠실,서울_잠실,23750
2024,2024-08-23,,2024-08-23,금,평일,8,34,NC,KIA,창원,경남_창원,13524
2024,2024-08-23,,2024-08-23,금,평일,8,34,SSG,KT,문학,인천,10972
2024,2024-08-23,,2024-08-23,금,평일,8,34,키움,LG,고척,서울_고척,13852
2024,2024-08-23,,2024-08-23,금,평일,8,34,삼성,롯데,대구,대구,24000
2024,2024-08-24,,2024-08-24,토,주말,8,34,두산,한화,잠실,서울_잠실,23750
2024,2024-08-24,,2024-08-24,토,주말,8,34,NC,KIA,창원,경남_창원,16489
2024,2024-08-24,,2024-08-24,토,주말,8,34,SSG,KT,문학,인천,17053
2024,2024-08-24,,2024-08-24,토,주말,8,34,키움,LG,고척,서울_고척,16000
2024,2024-08-24,,2024-08-24,토,주말,8,34,삼성,롯데,대구,대구,24000
2024,2024-08-25,,2024-08-25,일,주말,8,34,두산,한화,잠실,서울_잠실,23750
2024,2024-08-25,,2024-08-25,일,주말,8,34,NC,KIA,창원,경남_창원,11712
2024,2024-08-25,,2024-08-25,일,주말,8,34,SSG,KT,문학,인천,16595
2024,2024-08-25,,2024-08-25,일,주말,8,34,키움,LG,고척,서울_고척,16000
2024,2024-08-25,,2024-08-25,일,주말,8,34,삼성,롯데,대구,대구,24000
2024,2024-08-27,,2024-08-27,화,평일,8,35,롯데,한화,사직,부산,18113
2024,2024-08-27,,2024-08-27,화,평일,8,35,LG,KT,잠실,서울_잠실,12678
2024,2024-08-27,,2024-08-27,화,평일,8,35,NC,두산,창원,경남_창원,4814
2024,2024-08-27,,2024-08-27,화,평일,8,35,KIA,SSG,광주,광주,13038
2024,2024-08-27,,2024-08-27,화,평일,8,35,키움,삼성,고척,서울_고척,14421
2024,2024-08-28,,2024-08-28,수,평일,8,35,롯데,한화,사직,부산,22758
2024,2024-08-28,,2024-08-28,수,평일,8,35,LG,KT,잠실,서울_잠실,13848
2024,2024-08-28,,2024-08-28,수,평일,8,35,NC,두산,창원,경남_창원,5869
2024,2024-08-28,,2024-08-28,수,평일,8,35,KIA,SSG,광주,광주,13155
2024,2024-08-28,,2024-08-28,수,평일,8,35,키움,삼성,고척,서울_고척,13929
2024,2024-08-29,,2024-08-29,목,평일,8,35,롯데,한화,사직,부산,19434
2024,2024-08-29,,2024-08-29,목,평일,8,35,LG,KT,잠실,서울_잠실,13832
2024,2024-08-29,,2024-08-29,목,평일,8,35,NC,두산,창원,경남_창원,5985
